NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0098798_MITOCHONDRIAL_PROTEIN-CONTAINING_COMPLEX	GOCC_SPECIES_GO:0098798_MITOCHONDRIAL_PROTEIN-CONTAINING_COMPLEX	Details ...	263	-0.7120252	-3.4728444	0.0	0.0	0.0	2281	tags=54%, list=14%, signal=63%	
GOCC_SPECIES_GO:0005761_MITOCHONDRIAL_RIBOSOME	GOCC_SPECIES_GO:0005761_MITOCHONDRIAL_RIBOSOME	Details ...	81	-0.839329	-3.4404624	0.0	0.0	0.0	1556	tags=78%, list=10%, signal=86%	
GOCC_SPECIES_GO:0000313_ORGANELLAR_RIBOSOME	GOCC_SPECIES_GO:0000313_ORGANELLAR_RIBOSOME	Details ...	81	-0.839329	-3.433723	0.0	0.0	0.0	1556	tags=78%, list=10%, signal=86%	
GOBP_SPECIES_GO:0032543_MITOCHONDRIAL_TRANSLATION	GOBP_SPECIES_GO:0032543_MITOCHONDRIAL_TRANSLATION	Details ...	120	-0.7773817	-3.4030821	0.0	0.0	0.0	1817	tags=68%, list=12%, signal=76%	
GOBP_SPECIES_GO:0140053_MITOCHONDRIAL_GENE_EXPRESSION	GOBP_SPECIES_GO:0140053_MITOCHONDRIAL_GENE_EXPRESSION	Details ...	149	-0.73047537	-3.2987676	0.0	0.0	0.0	1817	tags=60%, list=12%, signal=68%	
GOCC_SPECIES_GO:0005759_MITOCHONDRIAL_MATRIX	GOCC_SPECIES_GO:0005759_MITOCHONDRIAL_MATRIX	Details ...	210	-0.6651659	-3.141183	0.0	0.0	0.0	2234	tags=49%, list=14%, signal=56%	
GOCC_SPECIES_GO:0000315_ORGANELLAR_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0000315_ORGANELLAR_LARGE_RIBOSOMAL_SUBUNIT	Details ...	49	-0.8265473	-3.106164	0.0	0.0	0.0	1556	tags=78%, list=10%, signal=86%	
GOCC_SPECIES_GO:0005762_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0005762_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	Details ...	49	-0.8265473	-3.0905771	0.0	0.0	0.0	1556	tags=78%, list=10%, signal=86%	
GOCC_SPECIES_GO:0044391_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0044391_RIBOSOMAL_SUBUNIT	Details ...	176	-0.65706474	-3.0397327	0.0	0.0	0.0	1556	tags=39%, list=10%, signal=42%	
GOCC_SPECIES_GO:0005840_RIBOSOME	GOCC_SPECIES_GO:0005840_RIBOSOME	Details ...	192	-0.64900243	-2.9957676	0.0	0.0	0.0	1473	tags=38%, list=9%, signal=41%	
GOMF_SPECIES_GO:0003735_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	GOMF_SPECIES_GO:0003735_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	Details ...	178	-0.64430434	-2.9682038	0.0	0.0	0.0	1556	tags=38%, list=10%, signal=41%	
GOCC_SPECIES_GO:0000314_ORGANELLAR_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0000314_ORGANELLAR_SMALL_RIBOSOMAL_SUBUNIT	Details ...	32	-0.87732404	-2.965811	0.0	0.0	0.0	1187	tags=78%, list=8%, signal=84%	
GOCC_SPECIES_GO:0005763_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0005763_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	Details ...	32	-0.87732404	-2.939927	0.0	0.0	0.0	1187	tags=78%, list=8%, signal=84%	
GOCC_SPECIES_GO:0005686_U2_SNRNP	GOCC_SPECIES_GO:0005686_U2_SNRNP	Details ...	40	-0.76960075	-2.767455	0.0	0.0	0.0	1276	tags=65%, list=8%, signal=71%	
GOCC_SPECIES_GO:0015935_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0015935_SMALL_RIBOSOMAL_SUBUNIT	Details ...	75	-0.66565084	-2.7010753	0.0	0.0	0.0	1466	tags=41%, list=9%, signal=45%	
GOCC_SPECIES_GO:0015934_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0015934_LARGE_RIBOSOMAL_SUBUNIT	Details ...	112	-0.6175075	-2.6764379	0.0	0.0	0.0	1556	tags=36%, list=10%, signal=39%	
GOBP_SPECIES_GO:0033108_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	GOBP_SPECIES_GO:0033108_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	Details ...	71	-0.67297184	-2.6719265	0.0	0.0	0.0	2158	tags=52%, list=14%, signal=60%	
GOCC_SPECIES_GO:0005688_U6_SNRNP	GOCC_SPECIES_GO:0005688_U6_SNRNP	Details ...	17	-0.9215752	-2.6591976	0.0	0.0	0.0	512	tags=82%, list=3%, signal=85%	
GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	Details ...	54	-0.69538456	-2.6363513	0.0	0.0	0.0	2058	tags=63%, list=13%, signal=72%	
GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	Details ...	60	-0.67678195	-2.590482	0.0	0.0	0.0	2058	tags=60%, list=13%, signal=69%	
GOBP_SPECIES_GO:0090151_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE	GOBP_SPECIES_GO:0090151_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE		16	-0.89468	-2.5556576	0.0	0.0	0.0	1274	tags=75%, list=8%, signal=82%	
GOCC_SPECIES_GO:0005685_U1_SNRNP	GOCC_SPECIES_GO:0005685_U1_SNRNP		34	-0.74589086	-2.5542605	0.0	0.0	0.0	1492	tags=56%, list=9%, signal=62%	
GOBP_SPECIES_GO:0051205_PROTEIN_INSERTION_INTO_MEMBRANE	GOBP_SPECIES_GO:0051205_PROTEIN_INSERTION_INTO_MEMBRANE		26	-0.77650416	-2.5419087	0.0	0.0	0.0	1274	tags=54%, list=8%, signal=58%	
GOCC_SPECIES_GO:0140534_ENDOPLASMIC_RETICULUM_PROTEIN-CONTAINING_COMPLEX	GOCC_SPECIES_GO:0140534_ENDOPLASMIC_RETICULUM_PROTEIN-CONTAINING_COMPLEX		75	-0.62246704	-2.5311525	0.0	0.0	0.0	2246	tags=51%, list=14%, signal=59%	
GOCC_SPECIES_GO:0098800_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GOCC_SPECIES_GO:0098800_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX		142	-0.56307375	-2.5189676	0.0	0.0	0.0	2281	tags=39%, list=14%, signal=46%	
GOCC_SPECIES_GO:0005839_PROTEASOME_CORE_COMPLEX	GOCC_SPECIES_GO:0005839_PROTEASOME_CORE_COMPLEX		17	-0.87360185	-2.5182612	0.0	0.0	0.0	1457	tags=82%, list=9%, signal=91%	
GOCC_SPECIES_GO:0005687_U4_SNRNP	GOCC_SPECIES_GO:0005687_U4_SNRNP		18	-0.8523766	-2.5105479	0.0	0.0	0.0	512	tags=67%, list=3%, signal=69%	
GOCC_SPECIES_GO:1905368_PEPTIDASE_COMPLEX	GOCC_SPECIES_GO:1905368_PEPTIDASE_COMPLEX		85	-0.6063938	-2.4903758	0.0	0.0	0.0	1457	tags=45%, list=9%, signal=49%	
GOCC_SPECIES_GO:0005743_MITOCHONDRIAL_INNER_MEMBRANE	GOCC_SPECIES_GO:0005743_MITOCHONDRIAL_INNER_MEMBRANE		293	-0.5031079	-2.4853995	0.0	0.0	0.0	2281	tags=36%, list=14%, signal=41%	
GOBP_SPECIES_GO:0032981_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_ASSEMBLY	GOBP_SPECIES_GO:0032981_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_ASSEMBLY		44	-0.66361475	-2.4698966	0.0	0.0	0.0	2158	tags=50%, list=14%, signal=58%	
GOCC_SPECIES_GO:0070469_RESPIRASOME	GOCC_SPECIES_GO:0070469_RESPIRASOME		92	-0.5820293	-2.4622884	0.0	0.0	0.0	4444	tags=62%, list=28%, signal=86%	
GOBP_SPECIES_GO:0007007_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	GOBP_SPECIES_GO:0007007_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION		23	-0.7988639	-2.4471593	0.0	0.0	0.0	1345	tags=61%, list=9%, signal=66%	
GOCC_SPECIES_GO:0030532_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX	GOCC_SPECIES_GO:0030532_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX		93	-0.5741551	-2.445508	0.0	0.0	0.0	1747	tags=42%, list=11%, signal=47%	
GOBP_SPECIES_GO:0010257_DH_DEHYDROGENASE_COMPLEX_ASSEMBLY	GOBP_SPECIES_GO:0010257_DH_DEHYDROGENASE_COMPLEX_ASSEMBLY		44	-0.66361475	-2.4413183	0.0	0.0	0.0	2158	tags=50%, list=14%, signal=58%	
GOCC_SPECIES_GO:0120114_SM-LIKE_PROTEIN_FAMILY_COMPLEX	GOCC_SPECIES_GO:0120114_SM-LIKE_PROTEIN_FAMILY_COMPLEX		98	-0.5710553	-2.4376576	0.0	0.0	0.0	1747	tags=42%, list=11%, signal=47%	
GOCC_SPECIES_GO:0097525_SPLICEOSOMAL_SNRNP_COMPLEX	GOCC_SPECIES_GO:0097525_SPLICEOSOMAL_SNRNP_COMPLEX		80	-0.5915159	-2.4357193	0.0	0.0	0.0	1747	tags=45%, list=11%, signal=50%	
GOBP_SPECIES_GO:0017004_CYTOCHROME_COMPLEX_ASSEMBLY	GOBP_SPECIES_GO:0017004_CYTOCHROME_COMPLEX_ASSEMBLY		25	-0.76960635	-2.4345238	0.0	0.0	0.0	1561	tags=64%, list=10%, signal=71%	
GOBP_SPECIES_GO:0008535_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	GOBP_SPECIES_GO:0008535_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY		18	-0.838246	-2.4339368	0.0	0.0	0.0	1561	tags=83%, list=10%, signal=92%	
GOCC_SPECIES_GO:0097526_SPLICEOSOMAL_TRI-SNRNP_COMPLEX	GOCC_SPECIES_GO:0097526_SPLICEOSOMAL_TRI-SNRNP_COMPLEX		36	-0.6861208	-2.4323967	0.0	0.0	0.0	512	tags=44%, list=3%, signal=46%	
GOCC_SPECIES_GO:0005746_MITOCHONDRIAL_RESPIRASOME	GOCC_SPECIES_GO:0005746_MITOCHONDRIAL_RESPIRASOME		85	-0.5858521	-2.4138412	0.0	0.0	0.0	4444	tags=64%, list=28%, signal=88%	
GOCC_SPECIES_GO:0098803_RESPIRATORY_CHAIN_COMPLEX	GOCC_SPECIES_GO:0098803_RESPIRATORY_CHAIN_COMPLEX		88	-0.5827485	-2.412128	0.0	0.0	0.0	4444	tags=63%, list=28%, signal=87%	
GOBP_SPECIES_GO:0000387_SPLICEOSOMAL_SNRNP_ASSEMBLY	GOBP_SPECIES_GO:0000387_SPLICEOSOMAL_SNRNP_ASSEMBLY		27	-0.73335344	-2.3982534	0.0	0.0	0.0	1617	tags=59%, list=10%, signal=66%	
GOMF_SPECIES_GO:0140318_PROTEIN_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0140318_PROTEIN_TRANSPORTER_ACTIVITY		25	-0.7589782	-2.3725946	0.0	0.0	0.0	1594	tags=56%, list=10%, signal=62%	
GOBP_SPECIES_GO:0033617_MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY	GOBP_SPECIES_GO:0033617_MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY		15	-0.8581581	-2.3655543	0.0	0.0	0.0	1561	tags=87%, list=10%, signal=96%	
GOBP_SPECIES_GO:0007006_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	GOBP_SPECIES_GO:0007006_MITOCHONDRIAL_MEMBRANE_ORGANIZATION		40	-0.6664182	-2.3645525	0.0	0.0	0.0	1704	tags=48%, list=11%, signal=53%	
GOCC_SPECIES_GO:0046540_U4/U6_X_U5_TRI-SNRNP_COMPLEX	GOCC_SPECIES_GO:0046540_U4/U6_X_U5_TRI-SNRNP_COMPLEX		35	-0.67322695	-2.3606973	0.0	0.0	0.0	512	tags=43%, list=3%, signal=44%	
GOCC_SPECIES_GO:0005682_U5_SNRNP	GOCC_SPECIES_GO:0005682_U5_SNRNP		27	-0.73762715	-2.3531687	0.0	0.0	0.0	512	tags=56%, list=3%, signal=57%	
GOCC_SPECIES_GO:0019866_ORGANELLE_INNER_MEMBRANE	GOCC_SPECIES_GO:0019866_ORGANELLE_INNER_MEMBRANE		312	-0.47713745	-2.3245091	0.0	3.738325E-5	0.002	2281	tags=34%, list=14%, signal=39%	
GOCC_SPECIES_GO:0005740_MITOCHONDRIAL_ENVELOPE	GOCC_SPECIES_GO:0005740_MITOCHONDRIAL_ENVELOPE		408	-0.45327222	-2.313594	0.0	3.662033E-5	0.002	2281	tags=33%, list=14%, signal=37%	
GOBP_SPECIES_GO:0042773_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_SPECIES_GO:0042773_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT		68	-0.5741923	-2.2795684	0.0	1.08521286E-4	0.006	4243	tags=59%, list=27%, signal=80%	
GOMF_SPECIES_GO:0016875_LIGASE_ACTIVITY,_FORMING_CARBON-OXYGEN_BONDS	GOMF_SPECIES_GO:0016875_LIGASE_ACTIVITY,_FORMING_CARBON-OXYGEN_BONDS		41	-0.6328333	-2.2722714	0.0	1.419187E-4	0.008	3347	tags=66%, list=21%, signal=83%	
GOCC_SPECIES_GO:0005689_U12-TYPE_SPLICEOSOMAL_COMPLEX	GOCC_SPECIES_GO:0005689_U12-TYPE_SPLICEOSOMAL_COMPLEX		20	-0.7572631	-2.271018	0.0	1.3918949E-4	0.008	1467	tags=65%, list=9%, signal=72%	
GOCC_SPECIES_GO:1990204_OXIDOREDUCTASE_COMPLEX	GOCC_SPECIES_GO:1990204_OXIDOREDUCTASE_COMPLEX		101	-0.54235494	-2.2705421	0.0	1.3656328E-4	0.008	4971	tags=64%, list=32%, signal=93%	
GOMF_SPECIES_GO:0004812_AMINOACYL-TR_LIGASE_ACTIVITY	GOMF_SPECIES_GO:0004812_AMINOACYL-TR_LIGASE_ACTIVITY		41	-0.6328333	-2.2694361	0.0	1.3403433E-4	0.008	3347	tags=66%, list=21%, signal=83%	
GOBP_SPECIES_GO:0006418_TR_AMINOACYLATION_FOR_PROTEIN_TRANSLATION	GOBP_SPECIES_GO:0006418_TR_AMINOACYLATION_FOR_PROTEIN_TRANSLATION		41	-0.63283336	-2.2650225	0.0	1.4810864E-4	0.009	3347	tags=66%, list=21%, signal=83%	
GOBP_SPECIES_GO:0022900_ELECTRON_TRANSPORT_CHAIN	GOBP_SPECIES_GO:0022900_ELECTRON_TRANSPORT_CHAIN		102	-0.5278061	-2.2611804	0.0	1.4546384E-4	0.009	4444	tags=60%, list=28%, signal=83%	
GOCC_SPECIES_GO:0031966_MITOCHONDRIAL_MEMBRANE	GOCC_SPECIES_GO:0031966_MITOCHONDRIAL_MEMBRANE		384	-0.44927886	-2.2603052	0.0	1.4291184E-4	0.009	2281	tags=33%, list=14%, signal=37%	
GOBP_SPECIES_GO:0042775_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_SPECIES_GO:0042775_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT		66	-0.5656069	-2.2261431	0.0	1.7099823E-4	0.01	4243	tags=58%, list=27%, signal=78%	
GOBP_SPECIES_GO:0043039_TR_AMINOACYLATION	GOBP_SPECIES_GO:0043039_TR_AMINOACYLATION		43	-0.60044277	-2.2058935	0.0	3.0551388E-4	0.019	3347	tags=63%, list=21%, signal=80%	
GOBP_SPECIES_GO:0070585_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	GOBP_SPECIES_GO:0070585_PROTEIN_LOCALIZATION_TO_MITOCHONDRION		54	-0.5872213	-2.2025232	0.0	3.00422E-4	0.019	1560	tags=39%, list=10%, signal=43%	
GOCC_SPECIES_GO:0030964_DH_DEHYDROGENASE_COMPLEX	GOCC_SPECIES_GO:0030964_DH_DEHYDROGENASE_COMPLEX		51	-0.583609	-2.2019322	0.0	2.9549704E-4	0.019	4423	tags=63%, list=28%, signal=87%	
GOCC_SPECIES_GO:0070069_CYTOCHROME_COMPLEX	GOCC_SPECIES_GO:0070069_CYTOCHROME_COMPLEX		30	-0.6561097	-2.1937194	0.0	3.1952E-4	0.021	4031	tags=70%, list=26%, signal=94%	
GOCC_SPECIES_GO:0034719_SMN-SM_PROTEIN_COMPLEX	GOCC_SPECIES_GO:0034719_SMN-SM_PROTEIN_COMPLEX		15	-0.8051833	-2.188094	0.0	3.1444823E-4	0.021	783	tags=67%, list=5%, signal=70%	
GOBP_SPECIES_GO:0072655_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	GOBP_SPECIES_GO:0072655_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION		54	-0.5872213	-2.1862214	0.0	3.0953498E-4	0.021	1560	tags=39%, list=10%, signal=43%	
