NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_SPECIES_GO:0035082_AXONEME_ASSEMBLY	GOBP_SPECIES_GO:0035082_AXONEME_ASSEMBLY	Details ...	87	-0.67621017	-2.3635108	0.0	0.0	0.0	2667	tags=60%, list=17%, signal=72%	
GOBP_SPECIES_GO:0003341_CILIUM_MOVEMENT	GOBP_SPECIES_GO:0003341_CILIUM_MOVEMENT	Details ...	96	-0.6555207	-2.306769	0.0	0.0	0.0	3275	tags=65%, list=21%, signal=81%	
GOCC_SPECIES_GO:0005930_AXONEME	GOCC_SPECIES_GO:0005930_AXONEME	Details ...	83	-0.6625122	-2.2986965	0.0	0.0	0.0	2585	tags=57%, list=16%, signal=67%	
GOBP_SPECIES_GO:0060285_CILIUM-DEPENDENT_CELL_MOTILITY	GOBP_SPECIES_GO:0060285_CILIUM-DEPENDENT_CELL_MOTILITY	Details ...	74	-0.6677455	-2.2927547	0.0	0.0	0.0	3275	tags=64%, list=21%, signal=80%	
GOCC_SPECIES_GO:0097014_CILIARY_PLASM	GOCC_SPECIES_GO:0097014_CILIARY_PLASM	Details ...	83	-0.6625122	-2.2676249	0.0	0.0	0.0	2585	tags=57%, list=16%, signal=67%	
GOBP_SPECIES_GO:0001539_CILIUM_OR_FLAGELLUM-DEPENDENT_CELL_MOTILITY	GOBP_SPECIES_GO:0001539_CILIUM_OR_FLAGELLUM-DEPENDENT_CELL_MOTILITY	Details ...	74	-0.6677455	-2.2613173	0.0	0.0	0.0	3275	tags=64%, list=21%, signal=80%	
GOCC_SPECIES_GO:0005858_AXONEMAL_DYNEIN_COMPLEX	GOCC_SPECIES_GO:0005858_AXONEMAL_DYNEIN_COMPLEX	Details ...	33	-0.74511594	-2.244456	0.0	0.0	0.0	3219	tags=76%, list=20%, signal=95%	
GOBP_SPECIES_GO:0060294_CILIUM_MOVEMENT_INVOLVED_IN_CELL_MOTILITY	GOBP_SPECIES_GO:0060294_CILIUM_MOVEMENT_INVOLVED_IN_CELL_MOTILITY	Details ...	64	-0.6677537	-2.2411387	0.0	0.0	0.0	3275	tags=66%, list=21%, signal=83%	
GOBP_SPECIES_GO:0001578_MICROTUBULE_BUNDLE_FORMATION	GOBP_SPECIES_GO:0001578_MICROTUBULE_BUNDLE_FORMATION	Details ...	104	-0.6296305	-2.239529	0.0	0.0	0.0	2667	tags=52%, list=17%, signal=62%	
GOBP_SPECIES_GO:0030317_FLAGELLATED_SPERM_MOTILITY	GOBP_SPECIES_GO:0030317_FLAGELLATED_SPERM_MOTILITY	Details ...	62	-0.66178125	-2.2224724	0.0	0.0	0.0	3275	tags=65%, list=21%, signal=81%	
GOBP_SPECIES_GO:0044782_CILIUM_ORGANIZATION	GOBP_SPECIES_GO:0044782_CILIUM_ORGANIZATION	Details ...	228	-0.5797629	-2.2157195	0.0	0.0	0.0	3118	tags=47%, list=20%, signal=58%	
GOBP_SPECIES_GO:0097722_SPERM_MOTILITY	GOBP_SPECIES_GO:0097722_SPERM_MOTILITY	Details ...	62	-0.66178125	-2.2061725	0.0	0.0	0.0	3275	tags=65%, list=21%, signal=81%	
GOBP_SPECIES_GO:0060271_CILIUM_ASSEMBLY	GOBP_SPECIES_GO:0060271_CILIUM_ASSEMBLY	Details ...	214	-0.5832132	-2.2029428	0.0	0.0	0.0	3118	tags=48%, list=20%, signal=59%	
GOBP_SPECIES_GO:0070286_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY	GOBP_SPECIES_GO:0070286_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY	Details ...	47	-0.6826715	-2.1922202	0.0	0.0	0.0	1824	tags=53%, list=12%, signal=60%	
GOCC_SPECIES_GO:0030990_INTRACILIARY_TRANSPORT_PARTICLE	GOCC_SPECIES_GO:0030990_INTRACILIARY_TRANSPORT_PARTICLE	Details ...	18	-0.8276385	-2.1791048	0.0	0.0	0.0	773	tags=56%, list=5%, signal=58%	
GOCC_SPECIES_GO:0031514_MOTILE_CILIUM	GOCC_SPECIES_GO:0031514_MOTILE_CILIUM	Details ...	63	-0.64957285	-2.177345	0.0	0.0	0.0	2598	tags=60%, list=17%, signal=72%	
GOBP_SPECIES_GO:0036158_OUTER_DYNEIN_ARM_ASSEMBLY	GOBP_SPECIES_GO:0036158_OUTER_DYNEIN_ARM_ASSEMBLY	Details ...	30	-0.7271145	-2.1622114	0.0	0.0	0.0	3219	tags=77%, list=20%, signal=96%	
GOBP_SPECIES_GO:0042073_INTRACILIARY_TRANSPORT	GOBP_SPECIES_GO:0042073_INTRACILIARY_TRANSPORT	Details ...	22	-0.773583	-2.147956	0.0	4.2835112E-5	0.001	1080	tags=55%, list=7%, signal=58%	
GOCC_SPECIES_GO:0005929_CILIUM	GOCC_SPECIES_GO:0005929_CILIUM	Details ...	253	-0.557466	-2.1471908	0.0	4.0580635E-5	0.001	3219	tags=47%, list=20%, signal=58%	
GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	Details ...	222	-0.5612823	-2.1426485	0.0	7.687057E-5	0.002	4390	tags=66%, list=28%, signal=90%	
GOMF_SPECIES_GO:0045505_DYNEIN_INTERMEDIATE_CHAIN_BINDING	GOMF_SPECIES_GO:0045505_DYNEIN_INTERMEDIATE_CHAIN_BINDING	Details ...	29	-0.7344808	-2.139182	0.0	1.1002166E-4	0.003	2589	tags=66%, list=16%, signal=78%	
GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	Details ...	161	-0.57648367	-2.1361449	0.0	1.4006758E-4	0.004	3736	tags=63%, list=24%, signal=82%	
GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE	GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE	Details ...	160	-0.5710106	-2.1166165	0.0	1.677056E-4	0.005	3761	tags=64%, list=24%, signal=83%	
GOBP_SPECIES_GO:0044703_MULTI-ORGANISM_REPRODUCTIVE_PROCESS	GOBP_SPECIES_GO:0044703_MULTI-ORGANISM_REPRODUCTIVE_PROCESS	Details ...	20	-0.7713062	-2.0965147	0.0	1.9276082E-4	0.006	3219	tags=55%, list=20%, signal=69%	
GOBP_SPECIES_GO:0044706_MULTI-MULTICELLULAR_ORGANISM_PROCESS	GOBP_SPECIES_GO:0044706_MULTI-MULTICELLULAR_ORGANISM_PROCESS	Details ...	20	-0.7713062	-2.068114	0.0	3.080254E-4	0.01	3219	tags=55%, list=20%, signal=69%	
GOCC_SPECIES_GO:0030286_DYNEIN_COMPLEX	GOCC_SPECIES_GO:0030286_DYNEIN_COMPLEX	Details ...	62	-0.618515	-2.0632281	0.0	3.55739E-4	0.012	3219	tags=55%, list=20%, signal=69%	
GOBP_SPECIES_GO:0046692_SPERM_COMPETITION	GOBP_SPECIES_GO:0046692_SPERM_COMPETITION	Details ...	18	-0.7713321	-2.0435991	0.0	4.2828504E-4	0.015	3219	tags=61%, list=20%, signal=77%	
GOBP_SPECIES_GO:0007320_INSEMINATION	GOBP_SPECIES_GO:0007320_INSEMINATION	Details ...	20	-0.7713062	-2.0188653	0.0	6.056066E-4	0.022	3219	tags=55%, list=20%, signal=69%	
GOCC_SPECIES_GO:0036157_OUTER_DYNEIN_ARM	GOCC_SPECIES_GO:0036157_OUTER_DYNEIN_ARM	Details ...	19	-0.76117504	-2.0087795	0.0	8.2409E-4	0.031	3605	tags=89%, list=23%, signal=116%	
GOBP_SPECIES_GO:0007018_MICROTUBULE-BASED_MOVEMENT	GOBP_SPECIES_GO:0007018_MICROTUBULE-BASED_MOVEMENT	Details ...	241	-0.5199572	-2.0024781	0.0	8.736071E-4	0.034	3292	tags=43%, list=21%, signal=54%	
GOMF_SPECIES_GO:0051959_DYNEIN_LIGHT_INTERMEDIATE_CHAIN_BINDING	GOMF_SPECIES_GO:0051959_DYNEIN_LIGHT_INTERMEDIATE_CHAIN_BINDING	Details ...	21	-0.73236084	-1.9987352	0.0	8.701909E-4	0.035	2355	tags=62%, list=15%, signal=73%	
GOBP_SPECIES_GO:0044458_MOTILE_CILIUM_ASSEMBLY	GOBP_SPECIES_GO:0044458_MOTILE_CILIUM_ASSEMBLY	Details ...	27	-0.6760328	-1.9459984	0.0	0.0029449537	0.118	2667	tags=63%, list=17%, signal=76%	
GOBP_SPECIES_GO:1905515_NON-MOTILE_CILIUM_ASSEMBLY	GOBP_SPECIES_GO:1905515_NON-MOTILE_CILIUM_ASSEMBLY	Details ...	30	-0.6495164	-1.9268327	0.0	0.0038837846	0.156	3836	tags=63%, list=24%, signal=84%	
GOCC_SPECIES_GO:0032838_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM	GOCC_SPECIES_GO:0032838_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM	Details ...	182	-0.50254124	-1.8934664	0.0	0.0072225844	0.272	3292	tags=40%, list=21%, signal=50%	
GOMF_SPECIES_GO:0015453_OXIDOREDUCTION-DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0015453_OXIDOREDUCTION-DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	33	-0.6287	-1.8864198	0.0	0.007900618	0.298	2617	tags=45%, list=17%, signal=54%	
GOCC_SPECIES_GO:0098533_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX	GOCC_SPECIES_GO:0098533_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX	Details ...	22	-0.67815876	-1.8816319	0.0	0.008325895	0.32	2368	tags=55%, list=15%, signal=64%	
GOMF_SPECIES_GO:0008569_MINUS-END-DIRECTED_MICROTUBULE_MOTOR_ACTIVITY	GOMF_SPECIES_GO:0008569_MINUS-END-DIRECTED_MICROTUBULE_MOTOR_ACTIVITY	Details ...	21	-0.684407	-1.8673434	0.0	0.010440607	0.384	2355	tags=62%, list=15%, signal=73%	
GOMF_SPECIES_GO:0045504_DYNEIN_HEAVY_CHAIN_BINDING	GOMF_SPECIES_GO:0045504_DYNEIN_HEAVY_CHAIN_BINDING	Details ...	18	-0.72482485	-1.8632933	0.0	0.010836903	0.409	3219	tags=67%, list=20%, signal=84%	
GOCC_SPECIES_GO:0005868_CYTOPLASMIC_DYNEIN_COMPLEX	GOCC_SPECIES_GO:0005868_CYTOPLASMIC_DYNEIN_COMPLEX	Details ...	20	-0.6869549	-1.8498912	0.0	0.013172769	0.488	2589	tags=55%, list=16%, signal=66%	
GOBP_SPECIES_GO:0007620_COPULATION	GOBP_SPECIES_GO:0007620_COPULATION	Details ...	32	-0.6160083	-1.8376182	0.0	0.015238271	0.55	3219	tags=41%, list=20%, signal=51%	
GOBP_SPECIES_GO:0007288_SPERM_AXONEME_ASSEMBLY	GOBP_SPECIES_GO:0007288_SPERM_AXONEME_ASSEMBLY	Details ...	24	-0.6444414	-1.8337803	0.0	0.015714176	0.568	2667	tags=58%, list=17%, signal=70%	
GOMF_SPECIES_GO:0009055_ELECTRON_TRANSFER_ACTIVITY	GOMF_SPECIES_GO:0009055_ELECTRON_TRANSFER_ACTIVITY	Details ...	40	-0.5828939	-1.8170482	0.0012642225	0.01975376	0.659	1780	tags=35%, list=11%, signal=39%	
GOMF_SPECIES_GO:0008010_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_LARVAL_CUTICLE	GOMF_SPECIES_GO:0008010_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_LARVAL_CUTICLE	Details ...	86	-0.5179626	-1.8158324	0.0	0.019689275	0.668	3736	tags=53%, list=24%, signal=70%	
GOBP_SPECIES_GO:0019646_AEROBIC_ELECTRON_TRANSPORT_CHAIN	GOBP_SPECIES_GO:0019646_AEROBIC_ELECTRON_TRANSPORT_CHAIN	Details ...	55	-0.5547799	-1.811559	0.0	0.020748766	0.694	1990	tags=29%, list=13%, signal=33%	
GOBP_SPECIES_GO:0007605_SENSORY_PERCEPTION_OF_SOUND	GOBP_SPECIES_GO:0007605_SENSORY_PERCEPTION_OF_SOUND	Details ...	156	-0.48235393	-1.7930864	0.0	0.027085297	0.8	4336	tags=49%, list=28%, signal=67%	
GOBP_SPECIES_GO:0120316_SPERM_FLAGELLUM_ASSEMBLY	GOBP_SPECIES_GO:0120316_SPERM_FLAGELLUM_ASSEMBLY	Details ...	24	-0.6444414	-1.7886884	0.0	0.028460087	0.816	2667	tags=58%, list=17%, signal=70%	
GOBP_SPECIES_GO:0010996_RESPONSE_TO_AUDITORY_STIMULUS	GOBP_SPECIES_GO:0010996_RESPONSE_TO_AUDITORY_STIMULUS	Details ...	20	-0.65934116	-1.7767551	0.0013947001	0.033732783	0.876	3605	tags=70%, list=23%, signal=91%	
GOBP_SPECIES_GO:0042773_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_SPECIES_GO:0042773_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	Details ...	68	-0.53132147	-1.7647017	0.0	0.039123975	0.922	1990	tags=29%, list=13%, signal=34%	
