NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDRqval	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0001673_MALE_GERM_CELL_NUCLEUS	GOCC_SPECIES_GO:0001673_MALE_GERM_CELL_NUCLEUS	Details ...	23	0.6910286	2.3391075	0.0	0.023000045	0.011	3810	tags=78%, list=24%, signal=103%	
GOCC_SPECIES_GO:0030134_COPII-COATED_ER_TO_GOLGI_TRANSPORT_VESICLE	GOCC_SPECIES_GO:0030134_COPII-COATED_ER_TO_GOLGI_TRANSPORT_VESICLE	Details ...	31	0.6352574	2.3344333	0.0	0.012524414	0.012	3160	tags=55%, list=20%, signal=68%	
GOMF_SPECIES_GO:0003743_TRANSLATION_INITIATION_FACTOR_ACTIVITY	GOMF_SPECIES_GO:0003743_TRANSLATION_INITIATION_FACTOR_ACTIVITY	Details ...	64	0.53613746	2.2456858	0.0	0.024936698	0.035	3691	tags=55%, list=23%, signal=71%	
GOBP_SPECIES_GO:0006614_SRP-DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_SPECIES_GO:0006614_SRP-DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	Details ...	21	0.67695725	2.2238142	0.0	0.02441985	0.046	609	tags=43%, list=4%, signal=45%	
GOCC_SPECIES_GO:0005657_REPLICATION_FORK	GOCC_SPECIES_GO:0005657_REPLICATION_FORK	Details ...	37	0.57779926	2.185332	0.0	0.029568588	0.07	4295	tags=73%, list=27%, signal=100%	
GOBP_SPECIES_GO:0002183_CYTOPLASMIC_TRANSLATIONAL_INITIATION	GOBP_SPECIES_GO:0002183_CYTOPLASMIC_TRANSLATIONAL_INITIATION	Details ...	40	0.57734764	2.1809056	0.0	0.025333272	0.071	3714	tags=68%, list=24%, signal=88%	
GOBP_SPECIES_GO:0002181_CYTOPLASMIC_TRANSLATION	GOBP_SPECIES_GO:0002181_CYTOPLASMIC_TRANSLATION	Details ...	174	0.43129426	2.1651998	0.0	0.025277464	0.082	4521	tags=63%, list=29%, signal=87%	
GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	Details ...	54	0.5417178	2.160077	0.0	0.02417136	0.089	3479	tags=67%, list=22%, signal=85%	
GOCC_SPECIES_GO:0043596_NUCLEAR_REPLICATION_FORK	GOCC_SPECIES_GO:0043596_NUCLEAR_REPLICATION_FORK	Details ...	21	0.67711586	2.1558986	0.0	0.023087274	0.094	4295	tags=81%, list=27%, signal=111%	
GOBP_SPECIES_GO:0051123_R_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY	GOBP_SPECIES_GO:0051123_R_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY	Details ...	19	0.6808598	2.1492078	0.0	0.02137651	0.097	3810	tags=63%, list=24%, signal=83%	
GOBP_SPECIES_GO:0006613_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_SPECIES_GO:0006613_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	Details ...	21	0.67695725	2.1470413	0.0	0.020566054	0.103	609	tags=43%, list=4%, signal=45%	
GOCC_SPECIES_GO:0022626_CYTOSOLIC_RIBOSOME	GOCC_SPECIES_GO:0022626_CYTOSOLIC_RIBOSOME	Details ...	102	0.47252154	2.1333635	0.0	0.021262636	0.117	4496	tags=70%, list=29%, signal=97%	
GOCC_SPECIES_GO:1905368_PEPTIDASE_COMPLEX	GOCC_SPECIES_GO:1905368_PEPTIDASE_COMPLEX	Details ...	85	0.4767788	2.1186454	0.0	0.023293007	0.137	3479	tags=55%, list=22%, signal=71%	
GOCC_SPECIES_GO:0022625_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0022625_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	Details ...	64	0.49645925	2.1104493	0.0	0.024144778	0.15	4291	tags=67%, list=27%, signal=92%	
GOBP_SPECIES_GO:0006413_TRANSLATIONAL_INITIATION	GOBP_SPECIES_GO:0006413_TRANSLATIONAL_INITIATION	Details ...	88	0.46766657	2.11042	0.0	0.022535125	0.15	3714	tags=50%, list=24%, signal=65%	
GOCC_SPECIES_GO:0033290_EUKARYOTIC_48S_PREINITIATION_COMPLEX	GOCC_SPECIES_GO:0033290_EUKARYOTIC_48S_PREINITIATION_COMPLEX	Details ...	18	0.66774845	2.1031702	0.0	0.02204833	0.157	3223	tags=78%, list=20%, signal=98%	
GOMF_SPECIES_GO:0031369_TRANSLATION_INITIATION_FACTOR_BINDING	GOMF_SPECIES_GO:0031369_TRANSLATION_INITIATION_FACTOR_BINDING	Details ...	26	0.60382485	2.0945787	0.0	0.023693006	0.174	3144	tags=65%, list=20%, signal=82%	
GOCC_SPECIES_GO:0005838_PROTEASOME_REGULATORY_PARTICLE	GOCC_SPECIES_GO:0005838_PROTEASOME_REGULATORY_PARTICLE	Details ...	30	0.5904394	2.0909839	0.0	0.022959782	0.179	2987	tags=57%, list=19%, signal=70%	
GOBP_SPECIES_GO:0045047_PROTEIN_TARGETING_TO_ER	GOBP_SPECIES_GO:0045047_PROTEIN_TARGETING_TO_ER	Details ...	35	0.57106024	2.0801828	0.0	0.024162635	0.198	2905	tags=57%, list=18%, signal=70%	
GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	Details ...	60	0.49838683	2.0571632	0.0	0.028164208	0.233	3479	tags=60%, list=22%, signal=77%	
GOBP_SPECIES_GO:0097039_PROTEIN_LINEAR_POLYUBIQUITINATION	GOBP_SPECIES_GO:0097039_PROTEIN_LINEAR_POLYUBIQUITINATION	Details ...	17	0.6666398	2.046121	0.0	0.02987282	0.256	3440	tags=59%, list=22%, signal=75%	
GOBP_SPECIES_GO:0060260_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_R_POLYMERASE_II_PROMOTER	GOBP_SPECIES_GO:0060260_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_R_POLYMERASE_II_PROMOTER	Details ...	23	0.5943284	2.037991	0.0	0.031172598	0.278	2655	tags=57%, list=17%, signal=68%	
GOCC_SPECIES_GO:0016282_EUKARYOTIC_43S_PREINITIATION_COMPLEX	GOCC_SPECIES_GO:0016282_EUKARYOTIC_43S_PREINITIATION_COMPLEX	Details ...	24	0.6134339	2.0356724	0.0	0.030628007	0.283	3612	tags=75%, list=23%, signal=97%	
GOCC_SPECIES_GO:0070993_TRANSLATION_PREINITIATION_COMPLEX	GOCC_SPECIES_GO:0070993_TRANSLATION_PREINITIATION_COMPLEX	Details ...	25	0.6059265	2.0318446	0.0	0.030227445	0.289	3612	tags=72%, list=23%, signal=93%	
GOBP_SPECIES_GO:0072599_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GOBP_SPECIES_GO:0072599_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	Details ...	36	0.553702	2.024809	0.0	0.031022808	0.308	2905	tags=56%, list=18%, signal=68%	
GOBP_SPECIES_GO:0070972_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GOBP_SPECIES_GO:0070972_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	Details ...	46	0.5080761	2.024279	0.0	0.030318718	0.312	2905	tags=52%, list=18%, signal=64%	
GOCC_SPECIES_GO:0005852_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX	GOCC_SPECIES_GO:0005852_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX	Details ...	17	0.6779622	2.014672	0.0	0.032122582	0.337	3223	tags=82%, list=20%, signal=103%	
GOCC_SPECIES_GO:0045180_BASAL_CORTEX	GOCC_SPECIES_GO:0045180_BASAL_CORTEX	Details ...	16	0.663941	2.011277	0.0	0.03215496	0.347	3485	tags=75%, list=22%, signal=96%	
GOBP_SPECIES_GO:0072347_RESPONSE_TO_ANESTHETIC	GOBP_SPECIES_GO:0072347_RESPONSE_TO_ANESTHETIC	Details ...	18	0.6614437	2.0097203	0.0	0.031264737	0.35	3706	tags=67%, list=24%, signal=87%	
GOBP_SPECIES_GO:0001732_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX	GOBP_SPECIES_GO:0001732_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX	Details ...	20	0.6326221	2.0054915	0.0	0.031612113	0.365	3223	tags=75%, list=20%, signal=94%	
