NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDRqval	FWER p-val	RANK AT MAX	LEADING EDGE	
GOMF_SPECIES_GO:0004364_GLUTATHIONE_TRANSFERASE_ACTIVITY	GOMF_SPECIES_GO:0004364_GLUTATHIONE_TRANSFERASE_ACTIVITY	Details ...	40	0.8154389	2.6639972	0.0	0.0	0.0	793	tags=48%, list=5%, signal=50%	
GOMF_SPECIES_GO:0016616_OXIDOREDUCTASE_ACTIVITY,_ACTING_ON_THE_CH-OH_GROUP_OF_DONORS,_D_OR_DP_AS_ACCEPTOR	GOMF_SPECIES_GO:0016616_OXIDOREDUCTASE_ACTIVITY,_ACTING_ON_THE_CH-OH_GROUP_OF_DONORS,_D_OR_DP_AS_ACCEPTOR	Details ...	149	0.6581807	2.637699	0.0	0.0	0.0	1541	tags=41%, list=10%, signal=45%	
GOBP_SPECIES_GO:0032787_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	GOBP_SPECIES_GO:0032787_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	Details ...	335	0.57663596	2.5624847	0.0	0.0	0.0	1759	tags=36%, list=11%, signal=40%	
GOBP_SPECIES_GO:0046395_CARBOXYLIC_ACID_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0046395_CARBOXYLIC_ACID_CATABOLIC_PROCESS	Details ...	206	0.60400784	2.5505412	0.0	0.0	0.0	2007	tags=42%, list=13%, signal=47%	
GOBP_SPECIES_GO:0044282_SMALL_MOLECULE_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0044282_SMALL_MOLECULE_CATABOLIC_PROCESS	Details ...	284	0.57567126	2.5255113	0.0	0.0	0.0	1918	tags=36%, list=12%, signal=40%	
GOBP_SPECIES_GO:0097237_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	GOBP_SPECIES_GO:0097237_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	Details ...	93	0.66788185	2.5164917	0.0	0.0	0.0	1356	tags=40%, list=9%, signal=43%	
GOBP_SPECIES_GO:0016054_ORGANIC_ACID_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0016054_ORGANIC_ACID_CATABOLIC_PROCESS	Details ...	208	0.5972143	2.515076	0.0	0.0	0.0	1918	tags=41%, list=12%, signal=46%	
GOBP_SPECIES_GO:1990748_CELLULAR_DETOXIFICATION	GOBP_SPECIES_GO:1990748_CELLULAR_DETOXIFICATION	Details ...	93	0.66788185	2.4889467	0.0	0.0	0.0	1356	tags=40%, list=9%, signal=43%	
GOBP_SPECIES_GO:0006749_GLUTATHIONE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006749_GLUTATHIONE_METABOLIC_PROCESS	Details ...	45	0.75256675	2.483239	0.0	0.0	0.0	630	tags=38%, list=4%, signal=39%	
GOBP_SPECIES_GO:0009063_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0009063_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	Details ...	116	0.62658393	2.4599187	0.0	0.0	0.0	943	tags=34%, list=6%, signal=35%	
