NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDRqval	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_SPECIES_GO:0002181_CYTOPLASMIC_TRANSLATION	GOBP_SPECIES_GO:0002181_CYTOPLASMIC_TRANSLATION	Details ...	174	0.6754068	2.8563948	0.0	0.0	0.0	3778	tags=73%, list=24%, signal=95%	
GOCC_SPECIES_GO:0005840_RIBOSOME	GOCC_SPECIES_GO:0005840_RIBOSOME	Details ...	192	0.66625947	2.8234248	0.0	0.0	0.0	3952	tags=78%, list=25%, signal=102%	
GOMF_SPECIES_GO:0003735_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	GOMF_SPECIES_GO:0003735_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	Details ...	178	0.6643054	2.8215353	0.0	0.0	0.0	3815	tags=77%, list=24%, signal=100%	
GOCC_SPECIES_GO:0015934_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0015934_LARGE_RIBOSOMAL_SUBUNIT	Details ...	112	0.703317	2.816654	0.0	0.0	0.0	4019	tags=81%, list=26%, signal=108%	
GOCC_SPECIES_GO:0044391_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0044391_RIBOSOMAL_SUBUNIT	Details ...	176	0.67396843	2.8138638	0.0	0.0	0.0	3952	tags=80%, list=25%, signal=106%	
GOCC_SPECIES_GO:0022626_CYTOSOLIC_RIBOSOME	GOCC_SPECIES_GO:0022626_CYTOSOLIC_RIBOSOME	Details ...	102	0.6931391	2.695129	0.0	0.0	0.0	3778	tags=81%, list=24%, signal=106%	
GOCC_SPECIES_GO:0022625_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0022625_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	Details ...	64	0.748856	2.639015	0.0	0.0	0.0	3509	tags=80%, list=22%, signal=102%	
GOMF_SPECIES_GO:0019843_RR_BINDING	GOMF_SPECIES_GO:0019843_RR_BINDING	Details ...	54	0.7482436	2.617086	0.0	0.0	0.0	3884	tags=89%, list=25%, signal=118%	
GOCC_SPECIES_GO:0098798_MITOCHONDRIAL_PROTEIN-CONTAINING_COMPLEX	GOCC_SPECIES_GO:0098798_MITOCHONDRIAL_PROTEIN-CONTAINING_COMPLEX	Details ...	263	0.60035855	2.6140244	0.0	0.0	0.0	4019	tags=67%, list=26%, signal=88%	
GOBP_SPECIES_GO:0042254_RIBOSOME_BIOGENESIS	GOBP_SPECIES_GO:0042254_RIBOSOME_BIOGENESIS	Details ...	277	0.584861	2.5616267	0.0	0.0	0.0	3411	tags=60%, list=22%, signal=76%	
GOCC_SPECIES_GO:0098800_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GOCC_SPECIES_GO:0098800_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	Details ...	142	0.62584245	2.5567465	0.0	0.0	0.0	3302	tags=61%, list=21%, signal=76%	
GOBP_SPECIES_GO:0006364_RR_PROCESSING	GOBP_SPECIES_GO:0006364_RR_PROCESSING	Details ...	188	0.60550535	2.534271	0.0	0.0	0.0	3705	tags=66%, list=24%, signal=86%	
GOBP_SPECIES_GO:0032543_MITOCHONDRIAL_TRANSLATION	GOBP_SPECIES_GO:0032543_MITOCHONDRIAL_TRANSLATION	Details ...	120	0.6311226	2.50365	0.0	0.0	0.0	4019	tags=74%, list=26%, signal=99%	
GOCC_SPECIES_GO:0000313_ORGANELLAR_RIBOSOME	GOCC_SPECIES_GO:0000313_ORGANELLAR_RIBOSOME	Details ...	81	0.6688031	2.4950273	0.0	0.0	0.0	4019	tags=79%, list=26%, signal=106%	
GOCC_SPECIES_GO:0005761_MITOCHONDRIAL_RIBOSOME	GOCC_SPECIES_GO:0005761_MITOCHONDRIAL_RIBOSOME	Details ...	81	0.6688031	2.4824991	0.0	0.0	0.0	4019	tags=79%, list=26%, signal=106%	
GOCC_SPECIES_GO:0098803_RESPIRATORY_CHAIN_COMPLEX	GOCC_SPECIES_GO:0098803_RESPIRATORY_CHAIN_COMPLEX	Details ...	88	0.6495321	2.48007	0.0	0.0	0.0	3259	tags=66%, list=21%, signal=83%	
GOBP_SPECIES_GO:0042273_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GOBP_SPECIES_GO:0042273_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	Details ...	96	0.6422868	2.4737062	0.0	0.0	0.0	3404	tags=65%, list=22%, signal=82%	
GOCC_SPECIES_GO:0070469_RESPIRASOME	GOCC_SPECIES_GO:0070469_RESPIRASOME	Details ...	92	0.6478473	2.4487894	0.0	0.0	0.0	3259	tags=64%, list=21%, signal=80%	
GOCC_SPECIES_GO:0005746_MITOCHONDRIAL_RESPIRASOME	GOCC_SPECIES_GO:0005746_MITOCHONDRIAL_RESPIRASOME	Details ...	85	0.64955854	2.4287827	0.0	0.0	0.0	3259	tags=66%, list=21%, signal=83%	
GOBP_SPECIES_GO:0019646_AEROBIC_ELECTRON_TRANSPORT_CHAIN	GOBP_SPECIES_GO:0019646_AEROBIC_ELECTRON_TRANSPORT_CHAIN	Details ...	55	0.7056858	2.4267094	0.0	0.0	0.0	3067	tags=64%, list=19%, signal=79%	
GOBP_SPECIES_GO:0006119_OXIDATIVE_PHOSPHORYLATION	GOBP_SPECIES_GO:0006119_OXIDATIVE_PHOSPHORYLATION		118	0.61594427	2.422163	0.0	0.0	0.0	2590	tags=49%, list=16%, signal=58%	
GOBP_SPECIES_GO:0016072_RR_METABOLIC_PROCESS	GOBP_SPECIES_GO:0016072_RR_METABOLIC_PROCESS		216	0.5670029	2.400966	0.0	0.0	0.0	3705	tags=62%, list=24%, signal=79%	
GOCC_SPECIES_GO:0030684_PRERIBOSOME	GOCC_SPECIES_GO:0030684_PRERIBOSOME		81	0.6413076	2.3860385	0.0	0.0	0.0	3345	tags=70%, list=21%, signal=89%	
GOBP_SPECIES_GO:0046034_ATP_METABOLIC_PROCESS	GOBP_SPECIES_GO:0046034_ATP_METABOLIC_PROCESS		185	0.5590165	2.380953	0.0	0.0	0.0	2590	tags=46%, list=16%, signal=55%	
GOBP_SPECIES_GO:0140053_MITOCHONDRIAL_GENE_EXPRESSION	GOBP_SPECIES_GO:0140053_MITOCHONDRIAL_GENE_EXPRESSION		149	0.5827128	2.3683624	0.0	3.7126134E-5	0.001	4019	tags=66%, list=26%, signal=88%	
GOCC_SPECIES_GO:0005743_MITOCHONDRIAL_INNER_MEMBRANE	GOCC_SPECIES_GO:0005743_MITOCHONDRIAL_INNER_MEMBRANE		293	0.5337169	2.3657491	0.0	3.5698202E-5	0.001	3978	tags=56%, list=25%, signal=74%	
GOCC_SPECIES_GO:0005730_NUCLEOLUS	GOCC_SPECIES_GO:0005730_NUCLEOLUS		314	0.5284012	2.3577542	0.0	3.4376048E-5	0.001	3673	tags=55%, list=23%, signal=71%	
GOBP_SPECIES_GO:0042775_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_SPECIES_GO:0042775_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT		66	0.6546768	2.3559587	0.0	3.314833E-5	0.001	3067	tags=59%, list=19%, signal=73%	
GOBP_SPECIES_GO:0042773_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_SPECIES_GO:0042773_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT		68	0.6444362	2.3490896	0.0	3.2005286E-5	0.001	3067	tags=57%, list=19%, signal=71%	
GOBP_SPECIES_GO:0042274_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_SPECIES_GO:0042274_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS		57	0.6657646	2.335185	0.0	3.093844E-5	0.001	3732	tags=81%, list=24%, signal=105%	
GOCC_SPECIES_GO:0015935_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0015935_SMALL_RIBOSOMAL_SUBUNIT		75	0.6231437	2.2855563	0.0	2.9940427E-5	0.001	3791	tags=76%, list=24%, signal=100%	
GOCC_SPECIES_GO:0070069_CYTOCHROME_COMPLEX	GOCC_SPECIES_GO:0070069_CYTOCHROME_COMPLEX		30	0.74608386	2.2786918	0.0	2.9004792E-5	0.001	1952	tags=60%, list=12%, signal=68%	
GOCC_SPECIES_GO:0005762_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0005762_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT		49	0.6663343	2.2770002	0.0	2.8125858E-5	0.001	4019	tags=80%, list=26%, signal=107%	
GOCC_SPECIES_GO:0019866_ORGANELLE_INNER_MEMBRANE	GOCC_SPECIES_GO:0019866_ORGANELLE_INNER_MEMBRANE		312	0.5067563	2.2728398	0.0	5.504017E-5	0.002	3978	tags=54%, list=25%, signal=71%	
GOCC_SPECIES_GO:0000315_ORGANELLAR_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0000315_ORGANELLAR_LARGE_RIBOSOMAL_SUBUNIT		49	0.6663343	2.2673974	0.0	5.3467593E-5	0.002	4019	tags=80%, list=26%, signal=107%	
GOBP_SPECIES_GO:0009060_AEROBIC_RESPIRATION	GOBP_SPECIES_GO:0009060_AEROBIC_RESPIRATION		157	0.5454836	2.2576876	0.0	1.0432771E-4	0.004	2759	tags=43%, list=18%, signal=52%	
GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR	GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR		44	0.67484516	2.2377853	0.0	1.5154567E-4	0.006	3277	tags=77%, list=21%, signal=97%	
