NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDRqval	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	Details ...	54	0.6826619	2.4853706	0.0	0.0	0.0	3344	tags=67%, list=21%, signal=84%	
GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	Details ...	60	0.6417658	2.3439398	0.0	0.0	0.0	3344	tags=63%, list=21%, signal=80%	
GOBP_SPECIES_GO:0016072_RR_METABOLIC_PROCESS	GOBP_SPECIES_GO:0016072_RR_METABOLIC_PROCESS	Details ...	216	0.51927567	2.3237796	0.0	4.5743686E-4	0.001	4051	tags=56%, list=26%, signal=75%	
GOCC_SPECIES_GO:1905368_PEPTIDASE_COMPLEX	GOCC_SPECIES_GO:1905368_PEPTIDASE_COMPLEX	Details ...	85	0.5830293	2.2818878	0.0	0.0010390737	0.003	3344	tags=56%, list=21%, signal=71%	
GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR	GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR	Details ...	44	0.6504216	2.2721384	0.0	0.0013897483	0.005	4090	tags=70%, list=26%, signal=95%	
GOBP_SPECIES_GO:0042274_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_SPECIES_GO:0042274_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	Details ...	57	0.6213815	2.2352808	0.0	0.0023071852	0.01	4496	tags=70%, list=29%, signal=98%	
GOBP_SPECIES_GO:0006364_RR_PROCESSING	GOBP_SPECIES_GO:0006364_RR_PROCESSING	Details ...	188	0.5145674	2.2244956	0.0	0.0021854953	0.011	4160	tags=58%, list=26%, signal=78%	
GOCC_SPECIES_GO:0005838_PROTEASOME_REGULATORY_PARTICLE	GOCC_SPECIES_GO:0005838_PROTEASOME_REGULATORY_PARTICLE	Details ...	30	0.68555105	2.1770473	0.0	0.0034791897	0.02	2647	tags=63%, list=17%, signal=76%	
GOCC_SPECIES_GO:0030686_90S_PRERIBOSOME	GOCC_SPECIES_GO:0030686_90S_PRERIBOSOME	Details ...	28	0.6899883	2.170845	0.0	0.0030926133	0.02	3564	tags=79%, list=23%, signal=101%	
GOCC_SPECIES_GO:0030684_PRERIBOSOME	GOCC_SPECIES_GO:0030684_PRERIBOSOME	Details ...	81	0.55770606	2.1572783	0.0	0.0031936904	0.023	4051	tags=65%, list=26%, signal=88%	
