NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	Details ...	54	-0.71132106	-2.649527	0.0	0.0	0.0	1519	tags=56%, list=10%, signal=61%	
GOCC_SPECIES_GO:1905368_PEPTIDASE_COMPLEX	GOCC_SPECIES_GO:1905368_PEPTIDASE_COMPLEX	Details ...	85	-0.6532444	-2.6107373	0.0	0.0	0.0	1778	tags=49%, list=11%, signal=55%	
GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	Details ...	60	-0.67326033	-2.5371292	0.0	0.0	0.0	1778	tags=53%, list=11%, signal=60%	
GOCC_SPECIES_GO:0022626_CYTOSOLIC_RIBOSOME	GOCC_SPECIES_GO:0022626_CYTOSOLIC_RIBOSOME	Details ...	102	-0.5861978	-2.452818	0.0	0.0	0.0	2657	tags=61%, list=17%, signal=73%	
GOCC_SPECIES_GO:0005839_PROTEASOME_CORE_COMPLEX	GOCC_SPECIES_GO:0005839_PROTEASOME_CORE_COMPLEX	Details ...	17	-0.83605963	-2.3242817	0.0	1.324739E-4	0.001	999	tags=71%, list=6%, signal=75%	
GOCC_SPECIES_GO:0005838_PROTEASOME_REGULATORY_PARTICLE	GOCC_SPECIES_GO:0005838_PROTEASOME_REGULATORY_PARTICLE	Details ...	30	-0.6814737	-2.224766	0.0	5.376878E-4	0.005	1519	tags=50%, list=10%, signal=55%	
GOCC_SPECIES_GO:0005688_U6_SNRNP	GOCC_SPECIES_GO:0005688_U6_SNRNP	Details ...	17	-0.7947698	-2.2170787	0.0	5.548648E-4	0.006	1886	tags=71%, list=12%, signal=80%	
GOCC_SPECIES_GO:0022625_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0022625_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	Details ...	64	-0.5598625	-2.1626039	0.0	0.00113045	0.014	2657	tags=59%, list=17%, signal=71%	
GOCC_SPECIES_GO:0022627_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0022627_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	Details ...	47	-0.5837011	-2.1100442	0.0	0.0034343316	0.047	2590	tags=57%, list=16%, signal=69%	
GOCC_SPECIES_GO:0034719_SMN-SM_PROTEIN_COMPLEX	GOCC_SPECIES_GO:0034719_SMN-SM_PROTEIN_COMPLEX	Details ...	15	-0.77553725	-2.1072645	0.0	0.003348706	0.051	1541	tags=60%, list=10%, signal=66%	
