NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0005839_PROTEASOME_CORE_COMPLEX	GOCC_SPECIES_GO:0005839_PROTEASOME_CORE_COMPLEX	Details ...	17	-0.8534419	-2.3021684	0.0	0.0	0.0	1386	tags=82%, list=9%, signal=90%	
GOBP_SPECIES_GO:0006270_D_REPLICATION_INITIATION	GOBP_SPECIES_GO:0006270_D_REPLICATION_INITIATION	Details ...	35	-0.6689698	-2.1636803	0.0	0.006564179	0.015	1951	tags=60%, list=12%, signal=68%	
GOMF_SPECIES_GO:0004364_GLUTATHIONE_TRANSFERASE_ACTIVITY	GOMF_SPECIES_GO:0004364_GLUTATHIONE_TRANSFERASE_ACTIVITY	Details ...	40	-0.6522837	-2.1575706	0.0	0.0058272015	0.02	1827	tags=45%, list=12%, signal=51%	
GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	Details ...	54	-0.5895046	-2.0718431	0.0	0.016856575	0.076	3919	tags=74%, list=25%, signal=98%	
GOBP_SPECIES_GO:0006487_PROTEIN_N-LINKED_GLYCOSYLATION	GOBP_SPECIES_GO:0006487_PROTEIN_N-LINKED_GLYCOSYLATION	Details ...	46	-0.6147519	-2.0694926	0.0	0.0138372835	0.078	1047	tags=35%, list=7%, signal=37%	
GOMF_SPECIES_GO:0008106_ALCOHOL_DEHYDROGENASE_(DP+)_ACTIVITY	GOMF_SPECIES_GO:0008106_ALCOHOL_DEHYDROGENASE_(DP+)_ACTIVITY	Details ...	21	-0.7171083	-2.0532296	0.0	0.015497397	0.102	3792	tags=67%, list=24%, signal=88%	
GOBP_SPECIES_GO:0034308_PRIMARY_ALCOHOL_METABOLIC_PROCESS	GOBP_SPECIES_GO:0034308_PRIMARY_ALCOHOL_METABOLIC_PROCESS	Details ...	25	-0.6920757	-2.0472054	0.0	0.014285852	0.11	3949	tags=72%, list=25%, signal=96%	
GOMF_SPECIES_GO:0004033_ALDO-KETO_REDUCTASE_(DP)_ACTIVITY	GOMF_SPECIES_GO:0004033_ALDO-KETO_REDUCTASE_(DP)_ACTIVITY	Details ...	21	-0.7171083	-2.0447078	0.0024271845	0.013372515	0.117	3792	tags=67%, list=24%, signal=88%	
GOCC_SPECIES_GO:0005657_REPLICATION_FORK	GOCC_SPECIES_GO:0005657_REPLICATION_FORK	Details ...	37	-0.625346	-2.0441563	0.0	0.012083011	0.119	3565	tags=62%, list=23%, signal=80%	
GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	Details ...	60	-0.56058943	-2.0116887	0.0	0.016744466	0.178	3919	tags=72%, list=25%, signal=95%	
GOCC_SPECIES_GO:0005688_U6_SNRNP	GOCC_SPECIES_GO:0005688_U6_SNRNP	Details ...	17	-0.7431571	-2.0036197	0.0	0.016893629	0.195	3010	tags=76%, list=19%, signal=94%	
GOBP_SPECIES_GO:0006749_GLUTATHIONE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006749_GLUTATHIONE_METABOLIC_PROCESS	Details ...	45	-0.59192055	-1.9856492	0.0	0.019742547	0.244	3993	tags=58%, list=25%, signal=77%	
GOCC_SPECIES_GO:0140534_ENDOPLASMIC_RETICULUM_PROTEIN-CONTAINING_COMPLEX	GOCC_SPECIES_GO:0140534_ENDOPLASMIC_RETICULUM_PROTEIN-CONTAINING_COMPLEX	Details ...	75	-0.53222245	-1.9806193	0.0	0.019508	0.259	3560	tags=52%, list=23%, signal=67%	
GOMF_SPECIES_GO:0106389_ECDYSTEROID_22-KINASE_ACTIVITY	GOMF_SPECIES_GO:0106389_ECDYSTEROID_22-KINASE_ACTIVITY	Details ...	16	-0.74517107	-1.9650007	0.0	0.022563143	0.31	3133	tags=63%, list=20%, signal=78%	
GOMF_SPECIES_GO:0004602_GLUTATHIONE_PEROXIDASE_ACTIVITY	GOMF_SPECIES_GO:0004602_GLUTATHIONE_PEROXIDASE_ACTIVITY	Details ...	29	-0.6464407	-1.9574834	0.0	0.023692189	0.337	3027	tags=59%, list=19%, signal=72%	
GOBP_SPECIES_GO:0030174_REGULATION_OF_D-TEMPLATED_D_REPLICATION_INITIATION	GOBP_SPECIES_GO:0030174_REGULATION_OF_D-TEMPLATED_D_REPLICATION_INITIATION	Details ...	15	-0.74579775	-1.9432883	0.0	0.02643876	0.386	1785	tags=67%, list=11%, signal=75%	
GOCC_SPECIES_GO:1905368_PEPTIDASE_COMPLEX	GOCC_SPECIES_GO:1905368_PEPTIDASE_COMPLEX	Details ...	85	-0.4941974	-1.8981347	0.0	0.043287795	0.566	3268	tags=53%, list=21%, signal=66%	
GOBP_SPECIES_GO:0000725_RECOMBINATIONAL_REPAIR	GOBP_SPECIES_GO:0000725_RECOMBINATIONAL_REPAIR	Details ...	82	-0.49458346	-1.8935428	0.0	0.043129265	0.587	3856	tags=51%, list=24%, signal=67%	
GOMF_SPECIES_GO:0061783_PEPTIDOGLYCAN_MURALYTIC_ACTIVITY	GOMF_SPECIES_GO:0061783_PEPTIDOGLYCAN_MURALYTIC_ACTIVITY	Details ...	17	-0.71404815	-1.8834877	0.0	0.04686768	0.639	3082	tags=76%, list=20%, signal=95%	
GOBP_SPECIES_GO:0042572_RETINOL_METABOLIC_PROCESS	GOBP_SPECIES_GO:0042572_RETINOL_METABOLIC_PROCESS	Details ...	17	-0.6956202	-1.8803024	0.002247191	0.046093874	0.65	3792	tags=71%, list=24%, signal=93%	
GOBP_SPECIES_GO:0000724_DOUBLE-STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	GOBP_SPECIES_GO:0000724_DOUBLE-STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION		82	-0.49458346	-1.876966	0.0	0.045405764	0.661	3856	tags=51%, list=24%, signal=67%	
GOMF_SPECIES_GO:0070003_THREONINE-TYPE_PEPTIDASE_ACTIVITY	GOMF_SPECIES_GO:0070003_THREONINE-TYPE_PEPTIDASE_ACTIVITY		19	-0.6805916	-1.8760519	0.0046838406	0.04374455	0.665	1386	tags=42%, list=9%, signal=46%	
GOBP_SPECIES_GO:0090158_ENDOPLASMIC_RETICULUM_MEMBRANE_ORGANIZATION	GOBP_SPECIES_GO:0090158_ENDOPLASMIC_RETICULUM_MEMBRANE_ORGANIZATION		25	-0.62598103	-1.8704796	0.0	0.044934615	0.686	3257	tags=56%, list=21%, signal=70%	
GOBP_SPECIES_GO:0051156_GLUCOSE_6-PHOSPHATE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0051156_GLUCOSE_6-PHOSPHATE_METABOLIC_PROCESS		16	-0.71188015	-1.8658155	0.0043196543	0.045912907	0.71	1726	tags=63%, list=11%, signal=70%	
GOBP_SPECIES_GO:0006767_WATER-SOLUBLE_VITAMIN_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006767_WATER-SOLUBLE_VITAMIN_METABOLIC_PROCESS		18	-0.69390357	-1.8646294	0.0	0.04460204	0.711	1809	tags=44%, list=11%, signal=50%	
GOBP_SPECIES_GO:0120254_OLEFINIC_COMPOUND_METABOLIC_PROCESS	GOBP_SPECIES_GO:0120254_OLEFINIC_COMPOUND_METABOLIC_PROCESS		18	-0.6697901	-1.856067	0.0046296297	0.047304552	0.744	3792	tags=67%, list=24%, signal=88%	
GOBP_SPECIES_GO:0007007_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	GOBP_SPECIES_GO:0007007_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION		23	-0.648589	-1.8549968	0.0	0.046140414	0.75	3908	tags=61%, list=25%, signal=81%	
