NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0030684_PRERIBOSOME	GOCC_SPECIES_GO:0030684_PRERIBOSOME	Details ...	81	0.73642033	2.6131728	0.0	0.0	0.0	1585	tags=58%, list=10%, signal=64%	
GOBP_SPECIES_GO:0042254_RIBOSOME_BIOGENESIS	GOBP_SPECIES_GO:0042254_RIBOSOME_BIOGENESIS	Details ...	277	0.6276495	2.5880766	0.0	0.0	0.0	2577	tags=51%, list=16%, signal=60%	
GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	Details ...	222	0.6364038	2.5554068	0.0	0.0	0.0	1814	tags=49%, list=12%, signal=54%	
GOBP_SPECIES_GO:0006364_RR_PROCESSING	GOBP_SPECIES_GO:0006364_RR_PROCESSING	Details ...	188	0.64493173	2.5542505	0.0	0.0	0.0	2375	tags=52%, list=15%, signal=61%	
GOCC_SPECIES_GO:0032040_SMALL-SUBUNIT_PROCESSOME	GOCC_SPECIES_GO:0032040_SMALL-SUBUNIT_PROCESSOME	Details ...	39	0.80649406	2.5368843	0.0	0.0	0.0	2254	tags=77%, list=14%, signal=90%	
GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	Details ...	161	0.6475439	2.5100224	0.0	0.0	0.0	1814	tags=51%, list=12%, signal=57%	
GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE	GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE	Details ...	160	0.6438364	2.5004501	0.0	0.0	0.0	1814	tags=51%, list=12%, signal=57%	
GOBP_SPECIES_GO:0016072_RR_METABOLIC_PROCESS	GOBP_SPECIES_GO:0016072_RR_METABOLIC_PROCESS	Details ...	216	0.62361705	2.490549	0.0	0.0	0.0	2375	tags=50%, list=15%, signal=58%	
GOBP_SPECIES_GO:0042273_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GOBP_SPECIES_GO:0042273_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	Details ...	96	0.63302064	2.3046288	0.0	0.0	0.0	2575	tags=51%, list=16%, signal=61%	
GOCC_SPECIES_GO:0030686_90S_PRERIBOSOME	GOCC_SPECIES_GO:0030686_90S_PRERIBOSOME	Details ...	28	0.77384216	2.274948	0.0	0.0	0.0	2254	tags=71%, list=14%, signal=83%	
GOCC_SPECIES_GO:0005730_NUCLEOLUS	GOCC_SPECIES_GO:0005730_NUCLEOLUS	Details ...	314	0.544817	2.259245	0.0	0.0	0.0	2432	tags=43%, list=15%, signal=50%	
GOBP_SPECIES_GO:0042274_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_SPECIES_GO:0042274_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	Details ...	57	0.665553	2.2580552	0.0	0.0	0.0	1866	tags=49%, list=12%, signal=56%	
GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR	GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR	Details ...	44	0.6899667	2.2436557	0.0	0.0	0.0	1866	tags=57%, list=12%, signal=64%	
GOBP_SPECIES_GO:0000470_MATURATION_OF_LSU-RR	GOBP_SPECIES_GO:0000470_MATURATION_OF_LSU-RR	Details ...	42	0.71038216	2.2087061	0.0	0.0	0.0	2254	tags=60%, list=14%, signal=69%	
GOBP_SPECIES_GO:0035736_CELL_PROLIFERATION_INVOLVED_IN_COMPOUND_EYE_MORPHOGENESIS	GOBP_SPECIES_GO:0035736_CELL_PROLIFERATION_INVOLVED_IN_COMPOUND_EYE_MORPHOGENESIS	Details ...	16	0.81654704	2.128158	0.0	2.6671978E-4	0.004	2278	tags=63%, list=14%, signal=73%	
