NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0005746_MITOCHONDRIAL_RESPIRASOME	GOCC_SPECIES_GO:0005746_MITOCHONDRIAL_RESPIRASOME	Details ...	85	0.80107886	2.6707838	0.0	0.0	0.0	1698	tags=64%, list=11%, signal=71%	
GOCC_SPECIES_GO:1990204_OXIDOREDUCTASE_COMPLEX	GOCC_SPECIES_GO:1990204_OXIDOREDUCTASE_COMPLEX	Details ...	101	0.7824012	2.669061	0.0	0.0	0.0	1698	tags=58%, list=11%, signal=65%	
GOCC_SPECIES_GO:0098800_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GOCC_SPECIES_GO:0098800_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	Details ...	142	0.7469796	2.6664405	0.0	0.0	0.0	1766	tags=54%, list=11%, signal=60%	
GOBP_SPECIES_GO:0022900_ELECTRON_TRANSPORT_CHAIN	GOBP_SPECIES_GO:0022900_ELECTRON_TRANSPORT_CHAIN	Details ...	102	0.76656187	2.6540651	0.0	0.0	0.0	1886	tags=50%, list=12%, signal=56%	
GOCC_SPECIES_GO:0070469_RESPIRASOME	GOCC_SPECIES_GO:0070469_RESPIRASOME	Details ...	92	0.78353494	2.6532168	0.0	0.0	0.0	1698	tags=60%, list=11%, signal=67%	
GOCC_SPECIES_GO:0098803_RESPIRATORY_CHAIN_COMPLEX	GOCC_SPECIES_GO:0098803_RESPIRATORY_CHAIN_COMPLEX	Details ...	88	0.791883	2.6294365	0.0	0.0	0.0	1698	tags=63%, list=11%, signal=70%	
GOCC_SPECIES_GO:0005747_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I	GOCC_SPECIES_GO:0005747_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I	Details ...	51	0.8409435	2.6072388	0.0	0.0	0.0	1698	tags=67%, list=11%, signal=74%	
GOCC_SPECIES_GO:0045271_RESPIRATORY_CHAIN_COMPLEX_I	GOCC_SPECIES_GO:0045271_RESPIRATORY_CHAIN_COMPLEX_I	Details ...	51	0.8409435	2.5727053	0.0	0.0	0.0	1698	tags=67%, list=11%, signal=74%	
GOCC_SPECIES_GO:0030964_DH_DEHYDROGENASE_COMPLEX	GOCC_SPECIES_GO:0030964_DH_DEHYDROGENASE_COMPLEX	Details ...	51	0.8409435	2.5713463	0.0	0.0	0.0	1698	tags=67%, list=11%, signal=74%	
GOBP_SPECIES_GO:0022904_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	GOBP_SPECIES_GO:0022904_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	Details ...	87	0.76410043	2.5587926	0.0	0.0	0.0	1699	tags=48%, list=11%, signal=54%	
GOBP_SPECIES_GO:0019646_AEROBIC_ELECTRON_TRANSPORT_CHAIN	GOBP_SPECIES_GO:0019646_AEROBIC_ELECTRON_TRANSPORT_CHAIN	Details ...	55	0.8130632	2.557852	0.0	0.0	0.0	783	tags=49%, list=5%, signal=51%	
GOBP_SPECIES_GO:0042773_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_SPECIES_GO:0042773_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	Details ...	68	0.77742106	2.5292943	0.0	0.0	0.0	1588	tags=50%, list=10%, signal=55%	
GOBP_SPECIES_GO:0042775_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_SPECIES_GO:0042775_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	Details ...	66	0.7818162	2.4910846	0.0	0.0	0.0	1588	tags=50%, list=10%, signal=55%	
GOBP_SPECIES_GO:1902600_PROTON_TRANSMEMBRANE_TRANSPORT	GOBP_SPECIES_GO:1902600_PROTON_TRANSMEMBRANE_TRANSPORT	Details ...	86	0.7335142	2.4627447	0.0	0.0	0.0	2149	tags=47%, list=14%, signal=54%	
GOCC_SPECIES_GO:0016469_PROTON-TRANSPORTING_TWO-SECTOR_ATPASE_COMPLEX	GOCC_SPECIES_GO:0016469_PROTON-TRANSPORTING_TWO-SECTOR_ATPASE_COMPLEX	Details ...	53	0.7993722	2.4548523	0.0	0.0	0.0	346	tags=42%, list=2%, signal=42%	
GOBP_SPECIES_GO:0006091_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_SPECIES_GO:0006091_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	Details ...	299	0.6352876	2.4503026	0.0	0.0	0.0	2074	tags=40%, list=13%, signal=45%	
GOBP_SPECIES_GO:0045333_CELLULAR_RESPIRATION	GOBP_SPECIES_GO:0045333_CELLULAR_RESPIRATION	Details ...	183	0.6650935	2.4380317	0.0	0.0	0.0	2159	tags=45%, list=14%, signal=51%	
GOMF_SPECIES_GO:0015078_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0015078_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	76	0.7348343	2.4093773	0.0	0.0	0.0	1928	tags=45%, list=12%, signal=51%	
