NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_SPECIES_GO:0007093_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0007093_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	Details ...	57	-0.6184436	-2.1020505	0.0	0.020850413	0.02	3928	tags=58%, list=25%, signal=77%	
GOBP_SPECIES_GO:1901991_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	GOBP_SPECIES_GO:1901991_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	Details ...	69	-0.57086366	-2.0301766	0.0	0.039158985	0.073	3846	tags=51%, list=24%, signal=67%	
GOBP_SPECIES_GO:0000724_DOUBLE-STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	GOBP_SPECIES_GO:0000724_DOUBLE-STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	Details ...	82	-0.5579052	-2.0292711	0.0	0.026451377	0.074	3650	tags=51%, list=23%, signal=66%	
GOBP_SPECIES_GO:0044773_MITOTIC_D_DAMAGE_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0044773_MITOTIC_D_DAMAGE_CHECKPOINT_SIGNALING	Details ...	32	-0.6627682	-2.0264554	0.0017921147	0.020367242	0.076	2455	tags=56%, list=16%, signal=67%	
GOBP_SPECIES_GO:0000725_RECOMBINATIONAL_REPAIR	GOBP_SPECIES_GO:0000725_RECOMBINATIONAL_REPAIR	Details ...	82	-0.5579052	-2.0237358	0.0	0.016918534	0.079	3650	tags=51%, list=23%, signal=66%	
GOCC_SPECIES_GO:0000242_PERICENTRIOLAR_MATERIAL	GOCC_SPECIES_GO:0000242_PERICENTRIOLAR_MATERIAL	Details ...	16	-0.7688479	-2.011929	0.0	0.017249228	0.093	1393	tags=56%, list=9%, signal=62%	
GOBP_SPECIES_GO:0007131_RECIPROCAL_MEIOTIC_RECOMBINATION	GOBP_SPECIES_GO:0007131_RECIPROCAL_MEIOTIC_RECOMBINATION	Details ...	38	-0.6279207	-1.998614	0.0	0.019263394	0.119	1870	tags=55%, list=12%, signal=63%	
GOBP_SPECIES_GO:0000075_CELL_CYCLE_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0000075_CELL_CYCLE_CHECKPOINT_SIGNALING	Details ...	83	-0.5432512	-1.9984069	0.0	0.016984388	0.12	2549	tags=42%, list=16%, signal=50%	
GOBP_SPECIES_GO:0045930_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	GOBP_SPECIES_GO:0045930_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	Details ...	86	-0.5420678	-1.9922366	0.0	0.016731951	0.133	3928	tags=51%, list=25%, signal=68%	
GOBP_SPECIES_GO:0044774_MITOTIC_D_INTEGRITY_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0044774_MITOTIC_D_INTEGRITY_CHECKPOINT_SIGNALING	Details ...	36	-0.6428148	-1.9916962	0.0	0.015058756	0.133	2455	tags=56%, list=16%, signal=66%	
