NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE	GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE	Details ...	160	-0.6421166	-2.7746818	0.0	0.0	0.0	3890	tags=74%, list=25%, signal=97%	
GOBP_SPECIES_GO:0006364_RR_PROCESSING	GOBP_SPECIES_GO:0006364_RR_PROCESSING	Details ...	188	-0.6243934	-2.7529058	0.0	0.0	0.0	3285	tags=59%, list=21%, signal=73%	
GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	Details ...	222	-0.6066581	-2.7477252	0.0	0.0	0.0	3890	tags=70%, list=25%, signal=91%	
GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	Details ...	161	-0.640541	-2.7206783	0.0	0.0	0.0	3890	tags=73%, list=25%, signal=96%	
GOBP_SPECIES_GO:0016072_RR_METABOLIC_PROCESS	GOBP_SPECIES_GO:0016072_RR_METABOLIC_PROCESS	Details ...	216	-0.60190004	-2.6776223	0.0	0.0	0.0	3285	tags=55%, list=21%, signal=69%	
GOCC_SPECIES_GO:0030684_PRERIBOSOME	GOCC_SPECIES_GO:0030684_PRERIBOSOME	Details ...	81	-0.6672012	-2.6267974	0.0	0.0	0.0	2929	tags=67%, list=19%, signal=81%	
GOBP_SPECIES_GO:0042254_RIBOSOME_BIOGENESIS	GOBP_SPECIES_GO:0042254_RIBOSOME_BIOGENESIS	Details ...	277	-0.54888487	-2.5285003	0.0	0.0	0.0	3285	tags=52%, list=21%, signal=65%	
GOCC_SPECIES_GO:0031012_EXTRACELLULAR_MATRIX	GOCC_SPECIES_GO:0031012_EXTRACELLULAR_MATRIX	Details ...	293	-0.54049057	-2.4951797	0.0	0.0	0.0	3890	tags=61%, list=25%, signal=80%	
GOCC_SPECIES_GO:0005730_NUCLEOLUS	GOCC_SPECIES_GO:0005730_NUCLEOLUS	Details ...	314	-0.53356326	-2.4670687	0.0	0.0	0.0	2937	tags=49%, list=19%, signal=59%	
GOMF_SPECIES_GO:0030515_SNOR_BINDING	GOMF_SPECIES_GO:0030515_SNOR_BINDING	Details ...	25	-0.8145242	-2.4639513	0.0	0.0	0.0	2052	tags=76%, list=13%, signal=87%	
GOCC_SPECIES_GO:0032040_SMALL-SUBUNIT_PROCESSOME	GOCC_SPECIES_GO:0032040_SMALL-SUBUNIT_PROCESSOME	Details ...	39	-0.7407339	-2.4623156	0.0	0.0	0.0	2888	tags=79%, list=18%, signal=97%	
GOCC_SPECIES_GO:0030312_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_SPECIES_GO:0030312_EXTERNAL_ENCAPSULATING_STRUCTURE	Details ...	319	-0.5211078	-2.4175367	0.0	0.0	0.0	3890	tags=58%, list=25%, signal=75%	
GOCC_SPECIES_GO:0005761_MITOCHONDRIAL_RIBOSOME	GOCC_SPECIES_GO:0005761_MITOCHONDRIAL_RIBOSOME	Details ...	81	-0.61931676	-2.39035	0.0	0.0	0.0	2383	tags=53%, list=15%, signal=62%	
