NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	Details ...	222	-0.5377259	-1.9984989	0.0	0.03315832	0.037	3669	tags=45%, list=23%, signal=57%	
GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE	GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE	Details ...	160	-0.5421408	-1.9725469	0.0	0.028303836	0.06	3669	tags=50%, list=23%, signal=65%	
GOCC_SPECIES_GO:0031514_MOTILE_CILIUM	GOCC_SPECIES_GO:0031514_MOTILE_CILIUM	Details ...	63	-0.5914767	-1.9093851	0.0	0.06124552	0.18	1686	tags=30%, list=11%, signal=34%	
GOMF_SPECIES_GO:0008010_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_LARVAL_CUTICLE	GOMF_SPECIES_GO:0008010_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_LARVAL_CUTICLE	Details ...	86	-0.55867773	-1.8694701	0.0	0.09711385	0.335	3669	tags=49%, list=23%, signal=63%	
GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	Details ...	161	-0.51270807	-1.846475	0.0	0.11132895	0.445	3669	tags=48%, list=23%, signal=62%	
GOMF_SPECIES_GO:0005272_SODIUM_CHANNEL_ACTIVITY	GOMF_SPECIES_GO:0005272_SODIUM_CHANNEL_ACTIVITY	Details ...	42	-0.59392613	-1.7823077	0.0	0.252559	0.82	3296	tags=38%, list=21%, signal=48%	
GOBP_SPECIES_GO:0010996_RESPONSE_TO_AUDITORY_STIMULUS	GOBP_SPECIES_GO:0010996_RESPONSE_TO_AUDITORY_STIMULUS	Details ...	20	-0.6820775	-1.7476553	0.002919708	0.35852188	0.947	2208	tags=50%, list=14%, signal=58%	
GOBP_SPECIES_GO:0018990_ECDYSIS,_CHITIN-BASED_CUTICLE	GOBP_SPECIES_GO:0018990_ECDYSIS,_CHITIN-BASED_CUTICLE	Details ...	22	-0.6645953	-1.7463994	0.002962963	0.3193611	0.948	1936	tags=41%, list=12%, signal=47%	
GOBP_SPECIES_GO:0061327_ANTERIOR_MALPIGHIAN_TUBULE_DEVELOPMENT	GOBP_SPECIES_GO:0061327_ANTERIOR_MALPIGHIAN_TUBULE_DEVELOPMENT	Details ...	21	-0.669422	-1.7379564	0.0030349013	0.319574	0.962	4261	tags=62%, list=27%, signal=85%	
GOBP_SPECIES_GO:0045833_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	GOBP_SPECIES_GO:0045833_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	Details ...	20	-0.67595154	-1.7364556	0.0060698027	0.29248834	0.964	1342	tags=35%, list=9%, signal=38%	
GOMF_SPECIES_GO:0045504_DYNEIN_HEAVY_CHAIN_BINDING	GOMF_SPECIES_GO:0045504_DYNEIN_HEAVY_CHAIN_BINDING	Details ...	18	-0.6813036	-1.7171216	0.0	0.34758085	0.99	4739	tags=61%, list=30%, signal=87%	
GOBP_SPECIES_GO:0048311_MITOCHONDRION_DISTRIBUTION	GOBP_SPECIES_GO:0048311_MITOCHONDRION_DISTRIBUTION	Details ...	18	-0.6690995	-1.7067031	0.00309119	0.37296253	0.995	1006	tags=22%, list=6%, signal=24%	
GOBP_SPECIES_GO:0009074_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0009074_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	Details ...	27	-0.6114271	-1.7047863	0.0	0.35271144	0.995	628	tags=26%, list=4%, signal=27%	
GOBP_SPECIES_GO:0009072_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS	GOBP_SPECIES_GO:0009072_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS	Details ...	56	-0.5397331	-1.7033895	0.0	0.33329937	0.997	2929	tags=34%, list=19%, signal=42%	
GOMF_SPECIES_GO:0008083_GROWTH_FACTOR_ACTIVITY	GOMF_SPECIES_GO:0008083_GROWTH_FACTOR_ACTIVITY	Details ...	24	-0.62902814	-1.6858224	0.0	0.39165896	1.0	2431	tags=42%, list=15%, signal=49%	
GOCC_SPECIES_GO:0005858_AXONEMAL_DYNEIN_COMPLEX	GOCC_SPECIES_GO:0005858_AXONEMAL_DYNEIN_COMPLEX	Details ...	33	-0.5911465	-1.6812537	0.0014084507	0.38768655	1.0	585	tags=21%, list=4%, signal=22%	
GOBP_SPECIES_GO:0060285_CILIUM-DEPENDENT_CELL_MOTILITY	GOBP_SPECIES_GO:0060285_CILIUM-DEPENDENT_CELL_MOTILITY	Details ...	74	-0.5004334	-1.6758163	0.0	0.39048743	1.0	1974	tags=31%, list=13%, signal=35%	
GOMF_SPECIES_GO:0022834_LIGAND-GATED_CHANNEL_ACTIVITY	GOMF_SPECIES_GO:0022834_LIGAND-GATED_CHANNEL_ACTIVITY	Details ...	99	-0.48854873	-1.6748464	0.0	0.37372667	1.0	3948	tags=37%, list=25%, signal=50%	
GOBP_SPECIES_GO:0050907_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	GOBP_SPECIES_GO:0050907_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	Details ...	124	-0.47230783	-1.6723553	0.0	0.36587858	1.0	3096	tags=24%, list=20%, signal=30%	
GOMF_SPECIES_GO:0030546_SIGNALING_RECEPTOR_ACTIVATOR_ACTIVITY	GOMF_SPECIES_GO:0030546_SIGNALING_RECEPTOR_ACTIVATOR_ACTIVITY	Details ...	82	-0.5022138	-1.6652895	0.0	0.37793553	1.0	2654	tags=29%, list=17%, signal=35%	
GOBP_SPECIES_GO:0007215_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0007215_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	Details ...	32	-0.5939622	-1.66467	0.0042918455	0.3626739	1.0	3120	tags=38%, list=20%, signal=47%	
GOCC_SPECIES_GO:0036157_OUTER_DYNEIN_ARM	GOCC_SPECIES_GO:0036157_OUTER_DYNEIN_ARM	Details ...	19	-0.65229523	-1.6631008	0.007575758	0.35401925	1.0	585	tags=26%, list=4%, signal=27%	
GOMF_SPECIES_GO:0015276_LIGAND-GATED_ION_CHANNEL_ACTIVITY	GOMF_SPECIES_GO:0015276_LIGAND-GATED_ION_CHANNEL_ACTIVITY	Details ...	99	-0.48854873	-1.6607921	0.0024301338	0.34903622	1.0	3948	tags=37%, list=25%, signal=50%	
GOMF_SPECIES_GO:0004568_CHITINASE_ACTIVITY	GOMF_SPECIES_GO:0004568_CHITINASE_ACTIVITY	Details ...	16	-0.68046695	-1.6605569	0.0061068702	0.33518255	1.0	4101	tags=69%, list=26%, signal=93%	
GOBP_SPECIES_GO:0017004_CYTOCHROME_COMPLEX_ASSEMBLY	GOBP_SPECIES_GO:0017004_CYTOCHROME_COMPLEX_ASSEMBLY	Details ...	25	-0.6125865	-1.6593878	0.0075642965	0.32592362	1.0	5003	tags=68%, list=32%, signal=100%	
GOMF_SPECIES_GO:0008066_GLUTAMATE_RECEPTOR_ACTIVITY	GOMF_SPECIES_GO:0008066_GLUTAMATE_RECEPTOR_ACTIVITY	Details ...	31	-0.59397477	-1.6505133	0.008426966	0.34766394	1.0	3120	tags=39%, list=20%, signal=48%	
GOBP_SPECIES_GO:0007320_INSEMINATION	GOBP_SPECIES_GO:0007320_INSEMINATION	Details ...	20	-0.63613355	-1.6420943	0.00618238	0.3688381	1.0	1667	tags=30%, list=11%, signal=34%	
GOMF_SPECIES_GO:0048018_RECEPTOR_LIGAND_ACTIVITY	GOMF_SPECIES_GO:0048018_RECEPTOR_LIGAND_ACTIVITY	Details ...	76	-0.5024753	-1.6418979	0.0038363172	0.35644454	1.0	2654	tags=28%, list=17%, signal=33%	
GOBP_SPECIES_GO:0097722_SPERM_MOTILITY	GOBP_SPECIES_GO:0097722_SPERM_MOTILITY	Details ...	62	-0.5143215	-1.6401508	0.0012870013	0.35222286	1.0	1974	tags=32%, list=13%, signal=37%	
GOBP_SPECIES_GO:0044703_MULTI-ORGANISM_REPRODUCTIVE_PROCESS	GOBP_SPECIES_GO:0044703_MULTI-ORGANISM_REPRODUCTIVE_PROCESS	Details ...	20	-0.63613355	-1.633557	0.007473842	0.36719096	1.0	1667	tags=30%, list=11%, signal=34%	
GOBP_SPECIES_GO:0030317_FLAGELLATED_SPERM_MOTILITY	GOBP_SPECIES_GO:0030317_FLAGELLATED_SPERM_MOTILITY	Details ...	62	-0.5143215	-1.6285193	0.0013140604	0.37647042	1.0	1974	tags=32%, list=13%, signal=37%	
GOBP_SPECIES_GO:0044706_MULTI-MULTICELLULAR_ORGANISM_PROCESS	GOBP_SPECIES_GO:0044706_MULTI-MULTICELLULAR_ORGANISM_PROCESS	Details ...	20	-0.63613355	-1.6264765	0.010510511	0.37340972	1.0	1667	tags=30%, list=11%, signal=34%	
GOBP_SPECIES_GO:0001539_CILIUM_OR_FLAGELLUM-DEPENDENT_CELL_MOTILITY	GOBP_SPECIES_GO:0001539_CILIUM_OR_FLAGELLUM-DEPENDENT_CELL_MOTILITY	Details ...	74	-0.5004334	-1.6246227	0.005148005	0.3698689	1.0	1974	tags=31%, list=13%, signal=35%	
GOBP_SPECIES_GO:0060294_CILIUM_MOVEMENT_INVOLVED_IN_CELL_MOTILITY	GOBP_SPECIES_GO:0060294_CILIUM_MOVEMENT_INVOLVED_IN_CELL_MOTILITY	Details ...	64	-0.50205904	-1.6235402	0.0026007802	0.36418635	1.0	1974	tags=31%, list=13%, signal=36%	
GOBP_SPECIES_GO:0042430_INDOLE-CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_SPECIES_GO:0042430_INDOLE-CONTAINING_COMPOUND_METABOLIC_PROCESS	Details ...	28	-0.5869696	-1.6211883	0.0058651026	0.36383295	1.0	3727	tags=39%, list=24%, signal=51%	
GOBP_SPECIES_GO:0030536_LARVAL_FEEDING_BEHAVIOR	GOBP_SPECIES_GO:0030536_LARVAL_FEEDING_BEHAVIOR	Details ...	19	-0.6352135	-1.6191622	0.010752688	0.3619207	1.0	2395	tags=42%, list=15%, signal=50%	
GOMF_SPECIES_GO:0099094_LIGAND-GATED_CATION_CHANNEL_ACTIVITY	GOMF_SPECIES_GO:0099094_LIGAND-GATED_CATION_CHANNEL_ACTIVITY	Details ...	61	-0.5140894	-1.6152638	0.0026490067	0.36764538	1.0	3599	tags=36%, list=23%, signal=47%	
GOBP_SPECIES_GO:0007588_EXCRETION	GOBP_SPECIES_GO:0007588_EXCRETION	Details ...	21	-0.61956763	-1.6126251	0.010479042	0.36871102	1.0	3664	tags=57%, list=23%, signal=74%	
GOBP_SPECIES_GO:0035235_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0035235_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	Details ...	27	-0.5745457	-1.6102141	0.008928572	0.36854434	1.0	3704	tags=37%, list=24%, signal=48%	
GOBP_SPECIES_GO:0097254_RENAL_TUBULAR_SECRETION	GOBP_SPECIES_GO:0097254_RENAL_TUBULAR_SECRETION	Details ...	21	-0.61956763	-1.5984805	0.016616315	0.40976873	1.0	3664	tags=57%, list=23%, signal=74%	
GOCC_SPECIES_GO:0031012_EXTRACELLULAR_MATRIX	GOCC_SPECIES_GO:0031012_EXTRACELLULAR_MATRIX	Details ...	293	-0.42432547	-1.5974582	0.0	0.40431625	1.0	3669	tags=39%, list=23%, signal=50%	
GOBP_SPECIES_GO:1990806_LIGAND-GATED_ION_CHANNEL_SIGNALING_PATHWAY	GOBP_SPECIES_GO:1990806_LIGAND-GATED_ION_CHANNEL_SIGNALING_PATHWAY	Details ...	27	-0.5745457	-1.5955541	0.0029112082	0.40274903	1.0	3704	tags=37%, list=24%, signal=48%	
GOCC_SPECIES_GO:1902495_TRANSMEMBRANE_TRANSPORTER_COMPLEX	GOCC_SPECIES_GO:1902495_TRANSMEMBRANE_TRANSPORTER_COMPLEX	Details ...	174	-0.43851238	-1.5938933	0.0	0.40038538	1.0	4459	tags=44%, list=28%, signal=60%	
GOBP_SPECIES_GO:0046692_SPERM_COMPETITION	GOBP_SPECIES_GO:0046692_SPERM_COMPETITION	Details ...	18	-0.63614696	-1.5879631	0.02232143	0.41773307	1.0	1667	tags=33%, list=11%, signal=37%	
GOBP_SPECIES_GO:0003341_CILIUM_MOVEMENT	GOBP_SPECIES_GO:0003341_CILIUM_MOVEMENT	Details ...	96	-0.4684364	-1.5867966	0.002522068	0.4133969	1.0	2566	tags=30%, list=16%, signal=36%	
GOBP_SPECIES_GO:0035296_REGULATION_OF_TUBE_DIAMETER	GOBP_SPECIES_GO:0035296_REGULATION_OF_TUBE_DIAMETER	Details ...	31	-0.5610697	-1.5820835	0.014347202	0.42668787	1.0	3439	tags=42%, list=22%, signal=54%	
GOMF_SPECIES_GO:0004970_IONOTROPIC_GLUTAMATE_RECEPTOR_ACTIVITY	GOMF_SPECIES_GO:0004970_IONOTROPIC_GLUTAMATE_RECEPTOR_ACTIVITY	Details ...	27	-0.5745457	-1.5803738	0.010670732	0.42636698	1.0	3704	tags=37%, list=24%, signal=48%	
