NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0098798_MITOCHONDRIAL_PROTEIN-CONTAINING_COMPLEX	GOCC_SPECIES_GO:0098798_MITOCHONDRIAL_PROTEIN-CONTAINING_COMPLEX	Details ...	263	-0.7120252	-3.4854116	0.0	0.0	0.0	2281	tags=54%, list=14%, signal=63%	
GOCC_SPECIES_GO:0005761_MITOCHONDRIAL_RIBOSOME	GOCC_SPECIES_GO:0005761_MITOCHONDRIAL_RIBOSOME	Details ...	81	-0.839329	-3.4240165	0.0	0.0	0.0	1556	tags=78%, list=10%, signal=86%	
GOCC_SPECIES_GO:0000313_ORGANELLAR_RIBOSOME	GOCC_SPECIES_GO:0000313_ORGANELLAR_RIBOSOME	Details ...	81	-0.839329	-3.3899982	0.0	0.0	0.0	1556	tags=78%, list=10%, signal=86%	
GOBP_SPECIES_GO:0032543_MITOCHONDRIAL_TRANSLATION	GOBP_SPECIES_GO:0032543_MITOCHONDRIAL_TRANSLATION	Details ...	120	-0.7773817	-3.3724601	0.0	0.0	0.0	1817	tags=68%, list=12%, signal=76%	
GOBP_SPECIES_GO:0140053_MITOCHONDRIAL_GENE_EXPRESSION	GOBP_SPECIES_GO:0140053_MITOCHONDRIAL_GENE_EXPRESSION	Details ...	149	-0.73047537	-3.2609072	0.0	0.0	0.0	1817	tags=60%, list=12%, signal=68%	
GOCC_SPECIES_GO:0005759_MITOCHONDRIAL_MATRIX	GOCC_SPECIES_GO:0005759_MITOCHONDRIAL_MATRIX	Details ...	210	-0.6651659	-3.1085074	0.0	0.0	0.0	2234	tags=49%, list=14%, signal=56%	
GOCC_SPECIES_GO:0005762_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0005762_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	Details ...	49	-0.8265473	-3.0757782	0.0	0.0	0.0	1556	tags=78%, list=10%, signal=86%	
GOCC_SPECIES_GO:0000314_ORGANELLAR_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0000314_ORGANELLAR_SMALL_RIBOSOMAL_SUBUNIT	Details ...	32	-0.87732404	-3.0512547	0.0	0.0	0.0	1187	tags=78%, list=8%, signal=84%	
GOCC_SPECIES_GO:0000315_ORGANELLAR_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0000315_ORGANELLAR_LARGE_RIBOSOMAL_SUBUNIT	Details ...	49	-0.8265473	-3.0410495	0.0	0.0	0.0	1556	tags=78%, list=10%, signal=86%	
GOCC_SPECIES_GO:0005763_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0005763_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	Details ...	32	-0.87732404	-3.0359118	0.0	0.0	0.0	1187	tags=78%, list=8%, signal=84%	
GOCC_SPECIES_GO:0044391_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0044391_RIBOSOMAL_SUBUNIT	Details ...	176	-0.65706474	-3.0338461	0.0	0.0	0.0	1556	tags=39%, list=10%, signal=42%	
GOCC_SPECIES_GO:0005840_RIBOSOME	GOCC_SPECIES_GO:0005840_RIBOSOME	Details ...	192	-0.64900243	-3.027561	0.0	0.0	0.0	1473	tags=38%, list=9%, signal=41%	
GOMF_SPECIES_GO:0003735_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	GOMF_SPECIES_GO:0003735_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	Details ...	178	-0.64430434	-2.9716926	0.0	0.0	0.0	1556	tags=38%, list=10%, signal=41%	
GOCC_SPECIES_GO:0005686_U2_SNRNP	GOCC_SPECIES_GO:0005686_U2_SNRNP	Details ...	40	-0.76960075	-2.7782888	0.0	0.0	0.0	1276	tags=65%, list=8%, signal=71%	
GOBP_SPECIES_GO:0033108_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	GOBP_SPECIES_GO:0033108_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	Details ...	71	-0.67297184	-2.7033048	0.0	0.0	0.0	2158	tags=52%, list=14%, signal=60%	
GOCC_SPECIES_GO:0015934_LARGE_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0015934_LARGE_RIBOSOMAL_SUBUNIT	Details ...	112	-0.6175075	-2.7019393	0.0	0.0	0.0	1556	tags=36%, list=10%, signal=39%	
GOCC_SPECIES_GO:0015935_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SPECIES_GO:0015935_SMALL_RIBOSOMAL_SUBUNIT	Details ...	75	-0.66565084	-2.6608655	0.0	0.0	0.0	1466	tags=41%, list=9%, signal=45%	
GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	GOCC_SPECIES_GO:0000502_PROTEASOME_COMPLEX	Details ...	54	-0.69538456	-2.651397	0.0	0.0	0.0	2058	tags=63%, list=13%, signal=72%	
GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	GOCC_SPECIES_GO:1905369_ENDOPEPTIDASE_COMPLEX	Details ...	60	-0.67678195	-2.6266057	0.0	0.0	0.0	2058	tags=60%, list=13%, signal=69%	
GOCC_SPECIES_GO:0005688_U6_SNRNP	GOCC_SPECIES_GO:0005688_U6_SNRNP	Details ...	17	-0.9215752	-2.6100569	0.0	0.0	0.0	512	tags=82%, list=3%, signal=85%	
GOCC_SPECIES_GO:0005685_U1_SNRNP	GOCC_SPECIES_GO:0005685_U1_SNRNP	Details ...	34	-0.74589086	-2.6035466	0.0	0.0	0.0	1492	tags=56%, list=9%, signal=62%	
GOCC_SPECIES_GO:0005839_PROTEASOME_CORE_COMPLEX	GOCC_SPECIES_GO:0005839_PROTEASOME_CORE_COMPLEX	Details ...	17	-0.87360185	-2.5491195	0.0	0.0	0.0	1457	tags=82%, list=9%, signal=91%	
GOCC_SPECIES_GO:0098800_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GOCC_SPECIES_GO:0098800_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	Details ...	142	-0.56307375	-2.5380948	0.0	0.0	0.0	2281	tags=39%, list=14%, signal=46%	
GOCC_SPECIES_GO:0140534_ENDOPLASMIC_RETICULUM_PROTEIN-CONTAINING_COMPLEX	GOCC_SPECIES_GO:0140534_ENDOPLASMIC_RETICULUM_PROTEIN-CONTAINING_COMPLEX	Details ...	75	-0.62246704	-2.5125241	0.0	0.0	0.0	2246	tags=51%, list=14%, signal=59%	
GOCC_SPECIES_GO:0005743_MITOCHONDRIAL_INNER_MEMBRANE	GOCC_SPECIES_GO:0005743_MITOCHONDRIAL_INNER_MEMBRANE	Details ...	293	-0.5031079	-2.5076764	0.0	0.0	0.0	2281	tags=36%, list=14%, signal=41%	
GOBP_SPECIES_GO:0051205_PROTEIN_INSERTION_INTO_MEMBRANE	GOBP_SPECIES_GO:0051205_PROTEIN_INSERTION_INTO_MEMBRANE	Details ...	26	-0.77650416	-2.5025222	0.0	0.0	0.0	1274	tags=54%, list=8%, signal=58%	
GOCC_SPECIES_GO:0005687_U4_SNRNP	GOCC_SPECIES_GO:0005687_U4_SNRNP	Details ...	18	-0.8523766	-2.480286	0.0	0.0	0.0	512	tags=67%, list=3%, signal=69%	
GOBP_SPECIES_GO:0090151_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE	GOBP_SPECIES_GO:0090151_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE	Details ...	16	-0.89468	-2.4776587	0.0	0.0	0.0	1274	tags=75%, list=8%, signal=82%	
