NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	XM_047180087	na	99	1.3222882747650146	0.007346721	No	
row_1	XM_047173118	na	118	1.2854326963424683	0.019537102	No	
row_2	XM_047174185	na	475	0.9969292283058167	0.006921526	No	
row_3	XM_047164100	na	662	0.9013930559158325	0.0042827693	No	
row_4	XM_047186326	na	784	0.8414796590805054	0.0052157803	No	
row_5	XM_047169783	na	812	0.8317102193832397	0.012112616	No	
row_6	XM_047177768	na	961	0.778819739818573	0.010652617	No	
row_7	XM_047184781	na	991	0.7685356736183167	0.016764207	No	
row_8	XM_047173738	na	1020	0.7608183026313782	0.022860162	No	
row_9	XM_047173935	na	1060	0.7518196702003479	0.028152877	No	
row_10	XM_047166118	na	1069	0.7493641972541809	0.035420347	No	
row_11	XM_047178105	na	1129	0.7347329258918762	0.039245095	No	
row_12	XM_047185179	na	1263	0.6948339343070984	0.0378806	No	
row_13	XM_047174422	na	1342	0.67522794008255	0.039861303	No	
row_14	XM_047176542	na	1455	0.6594974398612976	0.03948478	No	
row_15	XM_047174714	na	1594	0.6431698203086853	0.037261028	No	
row_16	XM_047176687	na	1617	0.6410685181617737	0.042500284	No	
row_17	XM_047173324	na	1763	0.6053846478462219	0.039432384	No	
row_18	XM_047164532	na	1765	0.6051443815231323	0.045653507	No	
row_19	XM_047170545	na	1777	0.6037818789482117	0.05121524	No	
row_20	XM_047167920	na	1791	0.6000804305076599	0.05660947	No	
row_21	XM_047174994	na	1807	0.597016453742981	0.06184283	No	
row_22	XM_047170373	na	1905	0.5750685334205627	0.061557207	No	
row_23	XM_047166520	na	1991	0.5577418804168701	0.061865907	No	
row_24	XM_047186395	na	1999	0.556189239025116	0.06719139	No	
row_25	XM_047166445	na	2353	0.47816792130470276	0.049381	No	
row_26	XM_047168301	na	2373	0.4744608402252197	0.05308327	No	
row_27	XM_047163050	na	2437	0.46486473083496094	0.05384679	No	
row_28	XM_047184864	na	2501	0.45340898633003235	0.054491322	No	
row_29	XM_047185700	na	2545	0.4469059109687805	0.056358792	No	
row_30	XM_047166808	na	2585	0.4386746883392334	0.058398865	No	
row_31	XM_047181299	na	2620	0.43453317880630493	0.06071854	No	
row_32	XM_047186129	na	2680	0.4287184476852417	0.061364707	No	
row_33	XM_047170150	na	2707	0.4245935380458832	0.06409734	No	
row_34	XM_047178839	na	2738	0.4218069314956665	0.06654292	No	
row_35	XM_047175064	na	2832	0.41252630949020386	0.06482707	No	
row_36	XM_047174279	na	2907	0.4055536985397339	0.06426475	No	
row_37	XM_047169784	na	2912	0.40516772866249084	0.06821515	No	
row_38	XM_047169140	na	2932	0.4032861590385437	0.07117812	No	
row_39	XM_047163146	na	3114	0.3752251863479614	0.06339667	No	
row_40	XM_047167780	na	3131	0.3752251863479614	0.06626175	No	
row_41	XM_047164331	na	3336	0.3689509630203247	0.056931067	No	
row_42	XM_047172924	na	3389	0.3689509630203247	0.057408098	No	
row_43	XM_047164754	na	3514	0.36435678601264954	0.053191647	No	
row_44	XM_047180559	na	3575	0.3623338043689728	0.05308375	No	
row_45	XM_047180560	na	3576	0.3623338043689728	0.056847323	No	
row_46	XM_047181738	na	3836	0.35110196471214294	0.043782394	No	
row_47	XM_047165706	na	3882	0.35038670897483826	0.04451827	No	
row_48	XM_047179949	na	4104	0.31585797667503357	0.033539187	No	
row_49	XM_047180977	na	4129	0.31268686056137085	0.03523849	No	
row_50	XM_047165190	na	4143	0.31025999784469604	0.037622347	No	
row_51	XM_047183308	na	4158	0.30753812193870544	0.039913412	No	
row_52	XM_047165000	na	4262	0.29389849305152893	0.036320124	No	
row_53	XM_047171340	na	4268	0.29329755902290344	0.039043993	No	
row_54	XM_047164907	na	4354	0.2804866135120392	0.036472835	No	
row_55	XM_047182104	na	4418	0.272799015045166	0.035241365	No	
row_56	XM_047171329	na	4524	0.2605980932712555	0.031173134	No	
row_57	XM_047168008	na	4685	0.24075888097286224	0.023349991	No	
row_58	XM_047174691	na	4740	0.23294739425182343	0.0222853	No	
row_59	XM_047164980	na	4747	0.23211637139320374	0.024309153	No	
row_60	XM_047166117	na	4959	0.20639385282993317	0.01283831	No	
row_61	XM_047169852	na	5050	0.19591283798217773	0.00906606	No	
row_62	XM_047164457	na	5087	0.1903771311044693	0.008720632	No	
row_63	XM_047182760	na	5099	0.18886655569076538	0.0099726245	No	
row_64	XM_047169065	na	5135	0.1840163767337799	0.009625652	No	
row_65	XM_047163258	na	5194	0.17841751873493195	0.0077364603	No	
row_66	XM_047164239	na	5420	0.14936909079551697	-0.005230042	No	
row_67	XM_047178359	na	5425	0.14883165061473846	-0.003942222	No	
row_68	XM_047171472	na	5470	0.14151765406131744	-0.0053113503	No	
row_69	XM_047184152	na	5484	0.14013831317424774	-0.004694548	No	
row_70	XM_047168563	na	5531	0.13280422985553741	-0.006283232	No	
row_71	XM_047172491	na	5551	0.1309765726327896	-0.0061487397	No	
row_72	XM_047178770	na	5575	0.1281988024711609	-0.006301198	No	
row_73	XM_047177787	na	5629	0.12178456783294678	-0.008456015	No	
row_74	XM_047165566	na	5645	0.12013604491949081	-0.008176026	No	
row_75	XM_047176526	na	5655	0.11905506253242493	-0.007520118	No	
row_76	XM_047174879	na	5727	0.11018075048923492	-0.010956904	No	
row_77	XM_047175255	na	5826	0.09762953966856003	-0.01626622	No	
row_78	XM_047181962	na	6074	0.06757137924432755	-0.031501897	No	
row_79	XM_047163795	na	6166	0.05539894104003906	-0.03679819	No	
row_80	XM_047165951	na	6247	0.04727725312113762	-0.04146908	No	
